meal_name,Proteins,Carbs,Fats,Calories,pseudo_target
Boiled Vegan Dinner,139.49,348.88,92.94,2063.0,0.73488104
Raw Keto Dinner,139.49,348.88,92.94,2303.0,0.73488104
Grilled Balanced Snack,139.49,348.88,92.94,2351.0,0.73488104
Baked Paleo Snack,132.05,329.9,87.79,3142.0,0.734819
Roasted Keto Breakfast,129.3,320.17,85.84,1515.0,0.73481756
Baked Low-Carb Lunch,139.49,348.88,92.94,2318.0,0.73478496
Boiled Balanced Breakfast,131.79,329.57,87.6,1867.0,0.73471606
Baked Keto Breakfast,131.76,329.78,87.31,1732.0,0.73465216
Baked Low-Carb Snack,139.49,348.88,92.94,1892.0,0.73460627
Fried Vegan Dinner,132.93,333.43,89.0,1618.0,0.73459685
Raw Vegan Lunch,133.35,334.64,88.87,2087.0,0.734563
Fried Paleo Dinner,139.49,348.88,92.94,1988.0,0.7342421
Fried Balanced Breakfast,132.91,333.89,88.84,1458.0,0.7342367
Raw Vegetarian Lunch,128.53,320.34,85.72,1304.0,0.7342272
Grilled Paleo Lunch,133.72,334.09,88.45,2039.0,0.7341287
Fried Low-Carb Lunch,132.94,332.48,88.4,1944.0,0.73412025
Boiled Vegan Breakfast,133.09,334.92,88.85,1524.0,0.73407835
Raw Low-Carb Snack,133.35,332.59,88.62,1987.0,0.73404807
Baked Keto Snack,133.11,333.16,88.57,1586.0,0.73400307
Baked Low-Carb Snack,139.49,348.88,92.94,2111.0,0.7339437
Fried Keto Lunch,131.94,329.57,87.59,3126.0,0.7338569
Steamed Paleo Snack,134.92,337.43,89.84,1744.0,0.7337934
Raw Low-Carb Dinner,132.18,329.56,87.18,3105.0,0.73372674
Steamed Low-Carb Snack,133.39,334.56,88.38,2078.0,0.733708
Raw Paleo Breakfast,132.67,329.12,87.49,3050.0,0.7336633
Grilled Balanced Lunch,125.8,315.28,84.48,2275.0,0.73365813
Baked Vegan Breakfast,133.05,332.79,88.43,1470.0,0.7336308
Raw Low-Carb Breakfast,132.19,329.26,87.53,3230.0,0.73359066
Raw Paleo Snack,132.38,328.66,87.88,3181.0,0.73353744
Steamed Balanced Breakfast,132.35,328.13,87.99,3224.0,0.7334861
Roasted Keto Snack,128.64,322.36,85.28,1562.0,0.733416
Roasted Vegetarian Dinner,133.49,333.24,88.84,1966.0,0.7333468
Raw Paleo Breakfast,136.22,340.31,90.77,1904.0,0.7331879
Grilled Paleo Lunch,132.51,332.99,88.9,1629.0,0.73315394
Grilled Paleo Snack,132.0,326.52,87.28,1766.0,0.7330784
Steamed Vegetarian Dinner,139.49,348.88,92.94,2371.0,0.73307294
Grilled Paleo Lunch,133.02,333.7,88.67,1969.0,0.73304063
Fried Low-Carb Lunch,134.2,338.18,89.91,1540.0,0.7329922
Grilled Low-Carb Snack,134.77,336.63,89.5,1722.0,0.7329383
Boiled Balanced Snack,132.76,333.09,88.91,1944.0,0.7328968
Raw Low-Carb Lunch,133.14,331.94,88.34,2068.0,0.7328702
Fried Vegan Snack,139.49,348.88,92.94,1721.0,0.73273516
Baked Vegan Breakfast,136.11,339.34,90.32,2404.0,0.73272467
Steamed Vegan Snack,135.35,337.45,89.93,1681.0,0.73271155
Steamed Paleo Snack,139.49,348.88,92.94,1814.0,0.73267627
Raw Low-Carb Lunch,128.67,321.12,85.63,1427.0,0.7326515
Steamed Vegan Lunch,131.65,330.24,88.16,3023.0,0.73262256
Grilled Vegan Breakfast,134.74,336.48,89.67,1965.0,0.73258126
Raw Low-Carb Lunch,131.8,328.57,87.81,3296.0,0.7325786
Boiled Vegetarian Snack,134.34,336.53,89.93,1882.0,0.73256034
Steamed Paleo Lunch,135.38,337.9,89.79,1775.0,0.7325256
Steamed Low-Carb Breakfast,132.45,329.51,87.63,1834.0,0.73251826
Steamed Keto Breakfast,139.49,348.88,92.94,1652.0,0.73250943
Boiled Vegetarian Lunch,123.41,309.32,81.77,2113.0,0.7325054
Steamed Low-Carb Lunch,132.54,333.26,88.41,2024.0,0.7324997
Raw Keto Snack,133.9,332.17,88.59,1851.0,0.7324975
Roasted Vegan Dinner,136.5,340.26,90.78,1816.0,0.7323857
Raw Paleo Snack,135.04,337.5,89.82,1712.0,0.73237103
Steamed Keto Lunch,135.21,336.36,89.93,1686.0,0.7323696
Grilled Low-Carb Lunch,132.82,332.12,88.83,1408.0,0.7322785
Boiled Keto Dinner,131.54,327.21,87.48,1966.0,0.7322468
Fried Keto Lunch,135.22,337.08,89.76,1720.0,0.7322463
Fried Paleo Lunch,135.38,338.0,89.57,1771.0,0.7322463
Roasted Low-Carb Lunch,139.49,348.88,92.94,1421.0,0.73224264
Baked Paleo Snack,131.83,326.97,88.11,1958.0,0.7321955
Roasted Vegan Snack,135.28,337.6,90.32,1842.0,0.73218936
Boiled Paleo Breakfast,132.95,333.15,89.06,1565.0,0.7321726
Boiled Vegetarian Dinner,134.64,334.64,89.76,1669.0,0.732164
Baked Keto Dinner,134.84,338.69,89.95,1927.0,0.7321267
Boiled Vegan Dinner,133.23,330.38,88.57,1761.0,0.7320483
Fried Vegan Snack,129.56,322.6,86.17,2250.0,0.7320291
Fried Vegan Dinner,136.33,342.0,91.19,1977.0,0.7320211
Fried Paleo Breakfast,133.0,331.98,88.92,2106.0,0.73199314
Fried Vegan Snack,139.49,348.88,92.94,1851.0,0.7319839
Baked Paleo Breakfast,136.16,341.01,91.06,2003.0,0.7319816
Grilled Balanced Snack,133.29,331.9,88.47,2024.0,0.7319619
Boiled Paleo Breakfast,131.56,328.84,87.43,1796.0,0.73187786
Raw Vegetarian Breakfast,131.55,329.93,87.33,1831.0,0.73187786
Fried Keto Dinner,139.49,348.88,92.94,1696.0,0.7318347
Grilled Balanced Dinner,131.05,328.42,88.03,1821.0,0.7318197
Baked Low-Carb Dinner,135.13,338.8,89.83,1792.0,0.73177123
Roasted Paleo Breakfast,135.41,341.55,90.92,2004.0,0.7317578
Roasted Vegan Dinner,132.59,333.56,89.1,1417.0,0.7317276
Boiled Vegetarian Breakfast,125.55,315.44,83.72,2353.0,0.7316347
Roasted Low-Carb Dinner,139.49,348.88,92.94,1674.0,0.73160475
Fried Balanced Breakfast,135.55,336.6,89.97,1638.0,0.731591
Grilled Vegetarian Breakfast,134.47,338.51,89.75,1727.0,0.7315485
Boiled Vegetarian Lunch,139.49,348.88,92.94,2036.0,0.7315129
Grilled Keto Snack,139.49,348.88,92.94,1996.0,0.7315129
Raw Keto Breakfast,139.49,348.88,92.94,1603.0,0.731499
Grilled Balanced Lunch,139.49,348.88,92.94,1800.0,0.7314836
Grilled Vegan Breakfast,131.2,328.69,87.2,2915.0,0.73143804
Steamed Keto Dinner,139.49,348.88,92.94,1594.0,0.73142534
Boiled Vegetarian Dinner,132.91,333.46,88.31,2058.0,0.73141944
Grilled Balanced Snack,139.49,348.88,92.94,1644.0,0.73136127
Steamed Paleo Lunch,139.49,348.88,92.94,1943.0,0.73131615
Steamed Vegan Breakfast,135.06,340.87,90.55,2106.0,0.731255
Roasted Vegan Dinner,135.88,337.33,90.36,2210.0,0.731255
Raw Balanced Lunch,139.49,348.88,92.94,1667.0,0.7312053
Grilled Keto Dinner,139.49,348.88,92.94,1738.0,0.7312053
Roasted Keto Dinner,131.06,327.69,87.61,1862.0,0.7311222
Grilled Low-Carb Breakfast,126.57,314.93,84.2,2328.0,0.73111296
Raw Vegetarian Snack,139.49,348.88,92.94,2087.0,0.731098
Fried Vegetarian Lunch,139.49,348.88,92.94,2003.0,0.731098
Grilled Keto Dinner,139.49,348.88,92.94,1851.0,0.731098
Grilled Paleo Breakfast,139.49,348.88,92.94,1952.0,0.731098
Steamed Vegan Snack,139.49,348.88,92.94,2088.0,0.731098
Fried Low-Carb Dinner,139.49,348.88,92.94,1900.0,0.731098
Boiled Paleo Lunch,139.49,348.88,92.94,1914.0,0.731098
Steamed Low-Carb Breakfast,133.72,331.5,88.9,1675.0,0.7310402
Baked Vegan Breakfast,136.0,338.61,90.71,2008.0,0.7310304
Grilled Vegan Dinner,131.78,328.82,87.62,1778.0,0.7310172
Boiled Paleo Breakfast,135.74,336.87,90.57,2234.0,0.730991
Roasted Vegetarian Breakfast,132.53,327.74,87.62,3065.0,0.73094386
Fried Balanced Lunch,131.75,330.31,87.77,1663.0,0.7308798
Raw Vegetarian Snack,131.48,327.58,87.94,1862.0,0.73081446
Fried Low-Carb Lunch,139.49,348.88,92.94,2013.0,0.7308078
Grilled Keto Lunch,139.49,348.88,92.94,2077.0,0.7308075
Steamed Paleo Dinner,139.49,348.88,92.94,2060.0,0.7307923
Roasted Low-Carb Snack,132.27,333.42,89.0,1785.0,0.73075575
Boiled Balanced Snack,139.49,348.88,92.94,1906.0,0.73074436
Roasted Keto Dinner,131.4,330.79,87.77,3275.0,0.73072624
Roasted Keto Dinner,131.23,329.82,88.0,3070.0,0.73072594
Baked Keto Dinner,139.49,348.88,92.94,1853.0,0.73072433
Grilled Keto Breakfast,135.57,341.36,90.46,2009.0,0.73070943
Roasted Low-Carb Breakfast,133.46,331.07,89.37,1538.0,0.7306951
Grilled Balanced Lunch,130.73,328.49,87.22,1917.0,0.7306901
Fried Low-Carb Dinner,132.08,327.16,87.63,1588.0,0.7306758
Fried Balanced Lunch,139.4,348.88,92.94,1638.0,0.7306069
Fried Vegetarian Dinner,135.53,340.02,90.55,2048.0,0.7305693
Steamed Low-Carb Lunch,131.06,327.92,87.69,1812.0,0.73055434
Baked Balanced Snack,127.4,319.88,84.4,1989.0,0.73053837
Raw Paleo Dinner,139.39,348.88,92.94,1760.0,0.73046124
Grilled Paleo Dinner,139.49,348.88,92.94,1828.0,0.7304575
Roasted Vegan Dinner,131.08,330.21,87.54,3194.0,0.73042786
Steamed Paleo Dinner,139.49,348.88,92.94,1911.0,0.73042756
Boiled Balanced Dinner,131.1,327.38,87.59,3208.0,0.73042756
Raw Balanced Breakfast,131.71,328.87,87.35,1846.0,0.7304274
Fried Balanced Dinner,135.93,340.52,89.8,1974.0,0.7304202
Grilled Vegetarian Breakfast,139.49,348.88,92.94,1636.0,0.7304127
Raw Keto Lunch,126.05,313.13,83.92,2296.0,0.7304104
Boiled Paleo Lunch,139.49,348.88,92.94,2026.0,0.7303817
Raw Paleo Lunch,123.28,307.85,81.98,1888.0,0.73036784
Roasted Low-Carb Dinner,139.49,348.88,92.94,1464.0,0.7303418
Boiled Balanced Snack,132.24,332.8,88.86,2185.0,0.7303407
Baked Balanced Dinner,139.49,348.88,92.94,1215.0,0.7303183
Boiled Vegetarian Dinner,139.49,348.88,92.94,1795.0,0.7302978
Raw Balanced Breakfast,136.22,339.43,90.16,2061.0,0.7302196
Fried Vegan Dinner,139.49,348.88,92.94,1268.0,0.7301513
Grilled Paleo Lunch,126.07,314.56,83.56,2370.0,0.7301158
Boiled Keto Dinner,131.82,330.09,88.39,3206.0,0.73011386
Boiled Paleo Breakfast,136.23,339.99,90.64,2097.0,0.7300333
Steamed Balanced Dinner,131.0,328.37,87.44,1618.0,0.73001873
Boiled Low-Carb Breakfast,131.05,328.02,87.62,1820.0,0.730015
Steamed Vegetarian Lunch,139.49,348.88,92.94,1938.0,0.7299873
Grilled Keto Snack,122.45,307.94,82.14,1940.0,0.7299684
Roasted Vegetarian Lunch,125.64,314.92,83.77,2488.0,0.72995317
Baked Vegetarian Snack,135.41,338.7,90.83,2149.0,0.72994524
Fried Paleo Dinner,139.49,348.88,92.94,1946.0,0.7299213
Boiled Paleo Breakfast,139.49,348.88,92.94,1855.0,0.7299078
Raw Keto Dinner,130.31,328.46,87.64,1786.0,0.72990227
Baked Paleo Dinner,139.49,348.88,92.94,1905.0,0.7299017
Grilled Paleo Breakfast,139.49,348.88,92.94,1980.0,0.72985715
Boiled Paleo Lunch,139.49,348.88,92.94,1886.0,0.72972006
Baked Balanced Snack,131.4,327.69,87.49,3124.0,0.72970355
Baked Low-Carb Snack,122.66,307.93,82.14,2049.0,0.7296585
Fried Paleo Lunch,125.65,314.97,82.98,2308.0,0.7296508
Raw Vegan Dinner,136.4,338.91,90.89,1976.0,0.7296418
Grilled Balanced Snack,139.49,348.88,92.94,1402.0,0.7296334
Steamed Vegan Breakfast,139.49,348.88,92.94,1451.0,0.7296334
Roasted Keto Breakfast,123.4,308.35,81.95,2217.0,0.72961956
Fried Vegan Dinner,136.18,339.38,90.39,2103.0,0.72961
Fried Low-Carb Breakfast,139.49,348.88,92.94,1349.0,0.7295509
Boiled Paleo Breakfast,130.39,328.34,88.04,1899.0,0.7295354
Raw Low-Carb Snack,133.28,332.47,89.04,1702.0,0.7295009
Boiled Keto Dinner,124.1,306.61,81.7,2190.0,0.7294791
Raw Keto Breakfast,128.37,322.55,86.02,2101.0,0.7294581
Steamed Keto Lunch,139.49,348.88,92.94,1919.0,0.7294248
Steamed Vegetarian Dinner,139.49,348.88,92.94,1845.0,0.72939277
Baked Vegetarian Breakfast,139.49,348.88,92.94,1374.0,0.72937715
Steamed Paleo Snack,139.49,348.88,92.94,2388.0,0.7293586
Baked Vegetarian Dinner,139.49,348.88,92.94,1819.0,0.72932047
Boiled Vegetarian Dinner,131.4,328.85,87.81,1860.0,0.7292647
Roasted Paleo Lunch,139.49,348.88,92.94,1845.0,0.7292537
Roasted Paleo Dinner,131.37,329.2,87.87,3167.0,0.72920245
Fried Low-Carb Lunch,139.49,348.88,92.94,1426.0,0.7291929
Roasted Vegetarian Snack,125.67,314.94,83.54,2299.0,0.7291703
Steamed Vegan Snack,139.49,348.88,92.94,1812.0,0.7291418
Grilled Low-Carb Lunch,123.26,308.14,81.93,2030.0,0.7291368
Raw Paleo Dinner,131.06,328.5,87.38,3013.0,0.72912985
Boiled Low-Carb Snack,130.95,329.47,87.82,3138.0,0.72910696
Steamed Vegan Snack,128.11,317.5,84.59,2138.0,0.72908485
Boiled Low-Carb Snack,128.07,323.2,86.23,1988.0,0.72897065
Roasted Keto Lunch,139.49,348.88,92.94,1754.0,0.7288111
Raw Low-Carb Snack,139.49,348.88,92.94,1839.0,0.7287998
Baked Vegetarian Snack,139.49,348.88,92.94,2037.0,0.72878516
Steamed Paleo Breakfast,139.49,348.88,92.94,1471.0,0.7287433
Fried Balanced Breakfast,139.49,348.88,92.94,1773.0,0.72871006
Roasted Keto Breakfast,139.49,348.88,92.94,1856.0,0.72870433
Fried Paleo Dinner,139.49,348.88,92.94,1954.0,0.72850215
Fried Vegan Dinner,125.59,315.14,84.28,2480.0,0.7285004
Raw Balanced Lunch,125.58,314.25,83.93,2425.0,0.7285004
Grilled Low-Carb Breakfast,139.49,348.88,92.94,1985.0,0.72843784
Raw Keto Lunch,139.49,348.88,92.94,1720.0,0.72840464
Roasted Paleo Snack,139.49,348.88,92.94,1317.0,0.7283671
Boiled Low-Carb Dinner,131.76,327.78,87.19,2664.0,0.7283056
Steamed Paleo Breakfast,128.85,323.29,85.84,1778.0,0.728287
Fried Balanced Dinner,139.49,348.88,92.94,1860.0,0.7282805
Steamed Paleo Dinner,125.83,315.37,83.19,2225.0,0.7282484
Grilled Paleo Lunch,125.82,315.8,83.99,2282.0,0.72816086
Roasted Paleo Snack,125.3,315.59,83.23,2243.0,0.7281047
Boiled Paleo Lunch,139.49,348.88,92.94,1558.0,0.72807467
Steamed Keto Snack,131.0,328.5,87.52,1750.0,0.72804224
Roasted Keto Breakfast,139.49,348.88,92.94,1938.0,0.7280417
Fried Keto Breakfast,139.49,348.88,92.94,1839.0,0.72798324
Steamed Low-Carb Snack,139.49,348.88,92.94,1704.0,0.72779727
Steamed Vegan Dinner,126.89,317.96,84.56,1926.0,0.72777253
Raw Keto Lunch,130.77,327.41,87.31,1728.0,0.7277507
Boiled Paleo Lunch,139.49,348.88,92.94,1740.0,0.7277481
Steamed Keto Snack,131.3,330.05,87.13,1916.0,0.7277345
Raw Keto Snack,139.49,348.88,92.94,1801.0,0.7276818
Baked Low-Carb Breakfast,128.56,322.57,85.88,1980.0,0.727634
Fried Keto Dinner,131.43,327.93,87.42,1998.0,0.72763395
Boiled Balanced Breakfast,126.88,317.02,84.62,1829.0,0.7276224
Roasted Vegetarian Dinner,139.49,348.88,92.94,1750.0,0.72757864
Steamed Low-Carb Dinner,125.15,314.61,83.93,2440.0,0.7275765
Fried Vegetarian Dinner,139.49,348.88,92.94,2441.0,0.72749877
Roasted Vegetarian Lunch,139.49,348.88,92.94,1824.0,0.72749305
Roasted Paleo Breakfast,124.85,312.77,83.13,1940.0,0.7274774
Boiled Low-Carb Snack,127.14,317.75,84.6,2188.0,0.727417
Grilled Vegetarian Snack,139.49,348.88,92.94,2476.0,0.72739214
Grilled Balanced Dinner,139.49,348.88,92.94,2380.0,0.72738224
Steamed Keto Dinner,139.49,348.88,92.94,1786.0,0.727371
Steamed Low-Carb Dinner,128.8,323.63,85.74,2163.0,0.7273131
Boiled Low-Carb Snack,126.68,316.23,84.58,1930.0,0.72729266
Roasted Balanced Dinner,126.43,315.24,84.66,1826.0,0.72729266
Grilled Paleo Dinner,126.77,314.68,84.75,2148.0,0.72729266
Grilled Balanced Snack,126.35,316.59,85.31,2142.0,0.72729266
Baked Paleo Dinner,125.61,314.1,83.91,2466.0,0.7272888
Roasted Balanced Snack,139.49,348.88,92.94,2417.0,0.7272818
Raw Vegetarian Breakfast,123.45,307.43,81.64,2111.0,0.7272792
Raw Vegan Dinner,123.38,308.25,81.93,2239.0,0.7272792
Fried Keto Dinner,127.78,320.53,84.46,2008.0,0.72726923
Baked Paleo Lunch,139.49,348.88,92.94,1695.0,0.7272445
Boiled Low-Carb Dinner,123.12,308.5,82.15,1958.0,0.7272325
Steamed Vegan Breakfast,128.76,322.84,85.91,2068.0,0.7272277
Grilled Low-Carb Snack,139.49,348.88,92.94,2351.0,0.72721475
Roasted Balanced Breakfast,128.7,321.38,86.16,2132.0,0.7271853
Grilled Keto Snack,139.49,348.88,92.94,2507.0,0.72717166
Raw Vegan Dinner,139.49,348.88,92.94,2491.0,0.72717166
Roasted Paleo Dinner,139.49,348.88,92.94,2423.0,0.72717166
Boiled Vegan Breakfast,139.49,348.88,92.94,1965.0,0.7271446
Roasted Balanced Lunch,131.43,328.6,87.29,1742.0,0.7271156
Raw Paleo Breakfast,139.49,348.88,92.94,1895.0,0.7271004
Raw Balanced Lunch,139.49,348.88,92.94,2436.0,0.7270727
Raw Low-Carb Breakfast,127.03,315.72,84.58,1984.0,0.7270584
Baked Low-Carb Lunch,139.49,348.88,92.94,2345.0,0.7270398
Fried Vegan Snack,122.72,305.58,81.88,2068.0,0.7270345
Baked Vegan Breakfast,139.49,348.88,92.94,1913.0,0.7270294
Grilled Keto Snack,139.49,348.88,92.94,2465.0,0.7269855
Steamed Balanced Lunch,139.49,348.88,92.94,2416.0,0.7269855
Roasted Balanced Breakfast,134.43,336.74,89.6,2054.0,0.7269137
Grilled Vegetarian Breakfast,125.86,314.7,84.01,2354.0,0.72690004
Raw Balanced Breakfast,128.58,322.83,85.55,1897.0,0.72689974
Roasted Vegetarian Dinner,139.49,348.88,92.94,2430.0,0.7268866
Baked Paleo Breakfast,139.49,348.88,92.94,2396.0,0.7268866
Roasted Vegan Dinner,139.49,348.88,92.94,2287.0,0.7268866
Fried Vegan Breakfast,139.49,348.88,92.94,2320.0,0.7268866
Boiled Balanced Dinner,139.49,348.88,92.94,2391.0,0.7268866
Steamed Balanced Breakfast,139.49,348.88,92.94,1796.0,0.7268791
Roasted Balanced Dinner,123.04,306.49,81.85,2050.0,0.7267805
Fried Paleo Snack,123.16,308.2,81.7,2146.0,0.7267308
Boiled Balanced Dinner,139.49,348.88,92.94,1762.0,0.7267102
Steamed Paleo Breakfast,139.49,348.88,92.94,1788.0,0.7267102
Boiled Paleo Dinner,139.49,348.88,92.94,1707.0,0.7267102
Grilled Vegetarian Breakfast,128.95,322.81,85.87,1839.0,0.7266429
Boiled Low-Carb Dinner,134.91,335.66,89.49,1915.0,0.72661626
Fried Vegetarian Breakfast,125.32,311.94,83.85,2408.0,0.72654283
Boiled Keto Snack,139.49,348.88,92.94,1912.0,0.7264867
Fried Vegan Dinner,139.49,348.88,92.94,2461.0,0.72645247
Raw Keto Snack,126.01,315.54,84.5,2150.0,0.7264212
Steamed Keto Lunch,129.04,321.1,86.42,1931.0,0.7263658
Grilled Paleo Lunch,139.49,348.88,92.94,2457.0,0.72636175
Boiled Balanced Snack,139.49,348.88,92.94,1680.0,0.72633296
Grilled Keto Snack,139.49,348.88,92.94,1792.0,0.7263157
Baked Vegetarian Breakfast,139.49,348.88,92.94,1821.0,0.72629833
Roasted Paleo Lunch,139.49,348.88,92.94,1829.0,0.7262887
Fried Vegetarian Lunch,139.49,348.88,92.94,1761.0,0.72626966
Roasted Vegetarian Dinner,139.49,348.88,92.94,1700.0,0.72626966
Roasted Keto Snack,139.49,348.88,92.94,1645.0,0.72626966
Fried Vegetarian Lunch,139.49,348.88,92.94,1864.0,0.72626966
Raw Vegan Dinner,139.49,348.88,92.94,1772.0,0.72626966
Boiled Paleo Breakfast,122.68,307.88,81.79,2116.0,0.72625405
Raw Low-Carb Dinner,123.04,306.34,81.47,2025.0,0.7262325
Boiled Vegetarian Dinner,122.38,307.83,82.33,2162.0,0.7262023
Grilled Paleo Breakfast,123.0,308.47,81.6,2031.0,0.7261843
Roasted Vegetarian Dinner,122.66,306.4,81.78,2155.0,0.72616184
Fried Low-Carb Dinner,139.49,348.88,92.94,1822.0,0.7261515
Grilled Balanced Lunch,129.06,321.86,86.0,2105.0,0.726127
Baked Paleo Snack,122.9,307.13,81.82,2285.0,0.7261098
Raw Keto Snack,139.49,348.88,92.94,1734.0,0.7261097
Grilled Vegetarian Dinner,139.49,348.88,92.94,1752.0,0.7259896
Steamed Balanced Snack,139.49,348.88,92.94,2420.0,0.72597414
Grilled Vegan Dinner,139.49,348.88,92.94,1822.0,0.72595745
Fried Paleo Breakfast,139.49,348.88,92.94,1766.0,0.7259515
Raw Low-Carb Snack,139.49,348.88,92.94,1975.0,0.7259236
Boiled Balanced Dinner,130.9,329.27,87.94,1866.0,0.7258365
Fried Low-Carb Lunch,123.08,305.6,82.28,2180.0,0.7258288
Boiled Balanced Lunch,122.11,306.11,82.07,2042.0,0.7257648
Roasted Low-Carb Lunch,139.49,348.88,92.94,1841.0,0.7256933
Steamed Vegetarian Snack,122.99,308.87,82.05,1856.0,0.7256666
Boiled Balanced Dinner,122.89,307.64,81.71,2127.0,0.72563636
Fried Balanced Breakfast,123.28,306.62,82.02,2072.0,0.72563636
Boiled Paleo Breakfast,123.12,306.6,82.21,2197.0,0.72563636
Boiled Vegan Dinner,123.59,307.3,81.89,1950.0,0.72563636
Roasted Low-Carb Breakfast,139.49,348.88,92.94,1720.0,0.7256219
Roasted Keto Dinner,122.7,306.28,81.67,2015.0,0.7256139
Steamed Paleo Snack,123.18,308.82,82.12,2008.0,0.72559553
Grilled Keto Dinner,126.79,319.51,84.86,2052.0,0.72556156
Grilled Keto Breakfast,139.49,348.88,92.94,1884.0,0.72543794
Grilled Vegan Dinner,139.49,348.88,92.94,1867.0,0.7254263
Grilled Low-Carb Dinner,139.49,348.88,92.94,1917.0,0.7254263
Roasted Keto Lunch,139.49,348.88,92.94,1775.0,0.7253817
Fried Paleo Dinner,139.49,348.88,92.94,1693.0,0.7253185
Grilled Balanced Snack,139.49,348.88,92.94,1814.0,0.7252571
Baked Vegetarian Lunch,139.49,348.88,92.94,1963.0,0.7252242
Roasted Balanced Snack,139.49,348.88,92.94,1909.0,0.7252238
Fried Vegan Lunch,127.03,316.22,84.12,1953.0,0.72522295
Raw Keto Breakfast,122.96,308.61,82.14,1929.0,0.7251935
Boiled Low-Carb Dinner,134.17,333.41,89.48,2043.0,0.72515875
Raw Low-Carb Breakfast,139.49,348.88,92.94,1976.0,0.72513896
Steamed Balanced Snack,133.81,333.91,89.75,1806.0,0.7251082
Baked Vegetarian Lunch,139.49,348.88,92.94,2337.0,0.72507656
Fried Low-Carb Snack,139.49,348.88,92.94,1845.0,0.7250587
Roasted Vegan Snack,127.19,316.03,84.75,1881.0,0.72505534
Boiled Paleo Dinner,133.98,333.95,89.21,1967.0,0.72505283
Boiled Low-Carb Dinner,133.59,334.94,88.96,1270.0,0.7250286
Baked Vegan Breakfast,133.88,334.69,89.27,1899.0,0.72500813
Roasted Low-Carb Dinner,133.68,335.17,89.51,1125.0,0.72500044
Boiled Balanced Dinner,139.49,348.88,92.94,1746.0,0.7249778
Steamed Paleo Breakfast,139.49,348.88,92.94,1783.0,0.72496086
Roasted Paleo Snack,139.49,348.88,92.94,1976.0,0.72496086
Baked Keto Breakfast,133.87,336.46,89.44,1984.0,0.7249411
Raw Balanced Lunch,134.06,335.46,89.43,1925.0,0.72489685
Baked Vegan Snack,133.35,333.48,89.03,1338.0,0.72486746
Steamed Paleo Lunch,139.49,348.88,92.94,1920.0,0.72479606
Fried Paleo Snack,126.24,317.37,84.27,2100.0,0.72478116
Boiled Vegetarian Breakfast,133.78,334.08,89.38,1081.0,0.72474426
Steamed Paleo Dinner,122.53,305.65,82.14,2107.0,0.72471255
Grilled Vegetarian Dinner,139.49,348.88,92.94,1851.0,0.7247017
Boiled Vegan Breakfast,139.49,348.88,92.94,1742.0,0.7246964
Steamed Keto Dinner,139.49,348.88,92.94,1949.0,0.72468644
Boiled Keto Lunch,139.49,348.88,92.94,1988.0,0.72468185
Steamed Low-Carb Lunch,139.49,348.88,92.94,2465.0,0.7246466
Grilled Vegan Lunch,139.49,348.88,92.94,1854.0,0.7246371
Roasted Balanced Breakfast,122.61,306.3,82.03,2161.0,0.72461116
Raw Paleo Dinner,123.42,307.19,81.74,2135.0,0.7246097
Fried Balanced Snack,139.49,348.88,92.94,1961.0,0.7246074
Raw Low-Carb Lunch,127.03,316.6,84.11,1983.0,0.72459877
Baked Balanced Breakfast,139.49,348.88,92.94,1828.0,0.72457767
Raw Vegan Dinner,126.26,315.98,83.98,2137.0,0.72457564
Fried Balanced Snack,128.47,320.96,86.1,1892.0,0.72456217
Grilled Keto Lunch,127.09,316.31,84.12,1870.0,0.7245534
Steamed Balanced Lunch,126.29,316.86,83.95,1885.0,0.7245534
Fried Keto Breakfast,126.05,317.08,83.68,1852.0,0.7245534
Raw Balanced Snack,126.95,316.65,84.21,2069.0,0.7245534
Fried Vegetarian Lunch,133.9,335.76,89.29,1923.0,0.7245521
Boiled Vegan Snack,139.49,348.88,92.94,1825.0,0.7245517
Baked Vegan Breakfast,127.9,317.44,84.63,1720.0,0.72453207
Raw Balanced Lunch,139.49,348.88,92.94,1741.0,0.72451496
Raw Vegan Breakfast,126.58,316.13,84.16,1921.0,0.72450006
Raw Vegan Dinner,128.23,318.49,84.5,1720.0,0.7244925
Baked Paleo Snack,133.26,334.05,89.33,1953.0,0.72440904
Roasted Keto Breakfast,139.49,348.88,92.94,1759.0,0.724362
Boiled Balanced Breakfast,122.76,307.04,81.73,1958.0,0.72430253
Steamed Paleo Lunch,128.72,320.79,85.82,1903.0,0.7242705
Raw Keto Snack,129.01,322.26,86.11,1841.0,0.7242561
Boiled Balanced Dinner,139.49,348.88,92.94,2000.0,0.724212
Grilled Vegan Breakfast,126.15,316.94,83.82,2016.0,0.72413474
