Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Calories_Burned,Sets,Reps,Burns Calories (per 30 min),E,I,S,D,R
Burpees,Yoga,"Upper Chest, Triceps",Abs,Grip Strength,2,1044.0,4,24,339.06,0.556074189020668,0.41044663978020557,0.35833333333333334,0.6274509803921569,0.8503492188083963
Lat Pulldowns,HIIT,"Core, Shoulders, Hips",Legs,Wrist Flexors,2,1983.3,5,16,357.41,0.775250914940806,0.47199215735936856,0.2916666666666667,0.6601307189542484,0.4887538335783663
Bear Crawls,Cardio,"Upper Chest, Triceps",Chest,Anterior,1,1007.16,5,15,360.68,0.5916345108049933,0.5053809330082543,0.5833333333333334,0.3660130718954248,0.50952224817756
Bulgarian Split Squats,Yoga,"Legs, Core",Shoulders,Lower Chest,2,1467.53,4,22,361.38,0.6826641557729148,0.30535591268009926,0.325,0.9084967320261438,0.6177517323969373
Bench Press,Yoga,"Glutes, Hamstrings, Core",Abs,Triceps,2,811.57,5,23,371.43,0.5747964633765484,0.3584117418586479,0.4375,0.4183006535947712,0.7210887184847301
Tricep Dips,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Lateral,2,2570.04,5,24,353.54,0.8818550408718873,0.20257688603964075,0.4583333333333333,0.8562091503267972,0.8586173406888933
Bicep Curls,Strength,Core,Legs,Quads,2,741.15,5,17,347.15,0.5130920782882631,0.3538245301189023,0.3125,0.16993464052287582,0.5059975730123082
Lateral Raises,Yoga,Full Body,Shoulders,Lateral,3,870.41,5,21,356.86,0.5574551239584463,0.8202718479450242,0.25,0.5424836601307189,0.39732925179751577
Lat Pulldowns,Strength,"Core, Shoulders, Legs",Forearms,Wrist Extensors,3,1144.8,5,24,374.76,0.6462670899750893,0.6121266295743697,0.2916666666666667,0.37254901960784315,0.3198313625863064
Calf Raises,Strength,"Core, Shoulders, Legs",Abs,Triceps,2,1175.96,3,12,164.89,0.23750632200689675,0.6989808757558198,0.10833333333333334,0.4575163398692809,0.6649396518634103
Flutter Kicks,HIIT,"Upper Back, Rear Deltoids",Forearms,Upper,2,1413.58,5,15,330.71,0.6115364531543797,0.42225958993115414,0.2708333333333333,0.3790849673202614,0.721047483622913
Leg Press,Strength,Quadriceps,Chest,Middle,2,1532.32,4,16,353.68,0.6800606583038078,0.2617814588280226,0.225,0.6078431372549018,0.8848313887271095
Calf Raises,Cardio,"Glutes, Hamstrings, Core",Abs,Upper,1,1075.55,5,22,332.34,0.548935063132781,0.3768630074644831,0.875,0.4771241830065359,0.7902359263056492
Pull-ups,Yoga,Quadriceps,Back,Lateral,1,587.4,5,22,368.3,0.5249579781113447,0.30434507760966995,0.875,0.261437908496732,0.6816928385559412
Thrusters,HIIT,"Chest, Triceps",Abs,Lower Chest,1,2851.2,4,22,343.36,0.9164824558790761,0.5120075180160696,0.6916666666666667,0.9869281045751632,0.6966064527449625
Push Ups,Cardio,"Obliques, Core",Abs,Middle,1,1317.6,4,19,342.32,0.6157949400615883,0.5012102724205434,0.5916666666666667,0.6601307189542484,0.8795237785053724
Flutter Kicks,Yoga,"Rear Deltoids, Upper Back",Forearms,Quads,2,1016.89,5,15,350.6,0.5736050965018284,0.40057092994057414,0.2708333333333333,0.6013071895424835,0.7771108689260551
Bulgarian Split Squats,Cardio,"Triceps, Chest",Shoulders,Quads,2,1268.26,3,12,178.93,0.2832309586427485,0.8575835568602911,0.10833333333333334,0.5424836601307189,0.6448565582156627
Pull-ups,HIIT,"Rear Deltoids, Upper Back",Legs,Lateral,1,2669.99,5,19,345.11,0.8846551950908464,0.38951437485851703,0.75,0.9019607843137255,0.69284165685099
Face Pulls,Cardio,Quadriceps,Chest,Lower,2,817.66,5,23,373.37,0.5798169433152203,0.21894709685847452,0.4375,0.28758169934640526,0.4624355294277024
Tricep Extensions,Yoga,"Full Body, Core, Shoulders",Abs,Anterior,2,879.13,4,18,332.02,0.5100544632999192,0.17899082238613293,0.25833333333333336,0.4771241830065359,0.7273215636112611
Prone Cobras,Strength,"Shoulders, Upper Back",Back,Anterior,2,1456.78,5,23,333.92,0.626293494739888,0.504273285795075,0.4375,0.5620915032679737,0.7701602755927573
Plyometric Push-ups,Yoga,"Back, Core, Shoulders",Arms,Wrist Flexors,3,1465.27,4,24,346.71,0.6532273956057749,0.42777584491983617,0.225,0.9084967320261438,0.859933962480058
Squats,Cardio,"Back, Biceps",Forearms,Middle,1,1779.77,4,19,333.93,0.6892078243492097,0.06311529496550491,0.5916666666666667,0.7973856209150325,0.792071083102689
Zottman Curls,Yoga,"Triceps, Chest",Legs,Wrist Flexors,3,1427.4,5,16,331.38,0.6155518870768742,0.3383716573570391,0.18055555555555555,0.8758169934640523,0.6828110226829356
Seated Rows,Strength,"Obliques, Core",Shoulders,Upper,1,1243.04,4,25,331.45,0.5797905561508967,0.5299659820821182,0.7916666666666666,0.4313725490196078,0.6340189624363178
Jumping Jacks,Strength,"Glutes, Hamstrings",Back,Quads,1,1985.94,5,21,361.44,0.7837306779607425,0.2766581676800697,0.8333333333333334,0.7908496732026142,0.5622495394285556
Step-ups,HIIT,Shoulders,Legs,Lateral,2,1793.7,5,17,355.42,0.7343974295592469,0.29504837894717123,0.3125,0.5686274509803922,0.7219487794788999
Tricep Extensions,Cardio,"Back, Hamstrings, Glutes",Shoulders,Quads,2,1161.6,4,24,363.78,0.6278354513928566,0.35079858194824765,0.35833333333333334,0.47058823529411753,0.8361455304170349
Reverse Lunges,Strength,"Triceps, Chest",Chest,Lower,1,1386.0,4,19,363.48,0.670938995627005,0.7132219323366347,0.5916666666666667,0.5947712418300654,0.5106619616356529
Superman,HIIT,"Triceps, Chest",Arms,Anterior,3,1065.77,4,19,370.32,0.6221017999574786,0.4575504256666293,0.16944444444444443,0.25490196078431365,0.3669600917555277
Decline Push-ups,HIIT,"Triceps, Chest",Arms,Lats,2,1716.0,4,25,363.54,0.7353171846307893,0.2713657753485471,0.375,0.5294117647058822,0.783249713724361
Rows,Strength,Lower Abs,Forearms,Middle,2,1298.08,4,20,375.87,0.6783087201466352,0.3576623650803635,0.2916666666666667,0.5359477124183007,0.733090469609205
Superman,Cardio,"Back, Core, Shoulders",Back,Posterior,1,1579.58,4,16,363.34,0.7083573388448463,0.167644983544806,0.49166666666666664,0.6732026143790849,0.7913303748686943
Plank,Strength,Full Core,Chest,Wrist Flexors,1,1436.8,4,19,363.17,0.6802183333576342,0.16035753279349338,0.5916666666666667,0.6274509803921569,0.7424832012547948
Jumping Jacks,Cardio,"Lower Chest, Triceps",Forearms,Lower Chest,2,1292.42,3,12,165.32,0.261034053366552,0.2201529780860403,0.10833333333333334,0.6405228758169934,0.7028366017948733
Burpees,Strength,"Chest, Triceps",Forearms,Wrist Extensors,3,1018.77,5,19,360.61,0.5937569183323004,0.6434249784808643,0.22222222222222224,0.35294117647058826,0.5774057959246888
Leg Press,HIIT,"Lower Abs, Hip Flexors",Abs,Triceps,1,1754.5,4,19,362.54,0.7408375400778153,0.1650233069854185,0.5916666666666667,0.6274509803921569,0.742716706692635
Tricep Extensions,HIIT,"Obliques, Core",Chest,Lower,2,689.07,4,24,348.41,0.5054412584624446,0.13389055665696575,0.35833333333333334,0.052287581699346365,0.8146745762805805
Decline Push-ups,HIIT,"Legs, Core",Abs,Lats,1,1137.4,4,17,350.5,0.59687387186528,0.6830649897558279,0.525,0.2941176470588235,0.6013165040038575
Seated Rows,HIIT,"Quadriceps, Glutes",Back,Wrist Extensors,3,1777.54,5,16,347.86,0.7163075827501116,0.4100038135012118,0.18055555555555555,0.5620915032679737,0.6906667602880173
Leg Press,Strength,"Core, Lower Back",Abs,Wrist Flexors,3,2144.39,5,21,362.62,0.8169174035550807,0.8550221539396164,0.25,0.8758169934640523,0.766429852298609
Box Jumps,Yoga,"Core, Obliques",Shoulders,Triceps,3,733.79,5,22,362.78,0.5425531071580649,0.30710481738376694,0.2638888888888889,0.3464052287581699,0.8125823315116967
Jumping Jacks,Cardio,"Rear Deltoids, Upper Back",Shoulders,Grip Strength,2,1293.6,4,16,334.23,0.5951308446414293,0.39418964284136293,0.225,0.6405228758169934,0.5585189946976812
Calf Raises,Yoga,Triceps,Forearms,Posterior,3,820.8,4,22,338.7,0.5118997619547445,0.5378542749834885,0.20277777777777778,0.4248366013071894,0.7925294449047127
Dips,Yoga,Quadriceps,Back,Lats,2,826.62,4,25,335.66,0.5070242123521977,0.3026493718416834,0.375,0.4313725490196078,0.6623635978311455
Flutter Kicks,Cardio,"Lower Abs, Hip Flexors",Back,Wrist Flexors,1,957.6,5,17,347.89,0.5567032114789998,0.2306194600634047,0.6666666666666666,0.3333333333333333,0.7606196007384677
Dragon Flags,Yoga,"Full Body, Core, Shoulders",Back,Lower Chest,2,961.85,4,16,335.2,0.5324477800709222,0.39426741359163586,0.225,0.633986928104575,0.5579673885039415
Tricep Extensions,Strength,"Lower Chest, Triceps",Arms,Middle,1,1425.6,4,15,368.08,0.6877424934244736,0.8641287810401568,0.4583333333333333,0.6209150326797384,0.7283138996461707
Turkish Get-ups,Yoga,"Quadriceps, Glutes",Arms,Upper,3,864.0,5,22,336.89,0.5167342861461985,0.5062836358649948,0.2638888888888889,0.4640522875816993,0.7995904056477137
Frog Jumps,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lateral,1,1348.64,4,22,328.57,0.5946610263474776,0.7116677435172377,0.6916666666666667,0.3464052287581699,0.7119683993691399
Step-ups,Yoga,"Legs, Shoulders, Core",Chest,Anterior,3,753.08,5,25,344.25,0.5096830283823783,0.26341605185289896,0.3055555555555555,0.4248366013071894,0.5599437872832878
Plyo Squats,HIIT,"Shoulders, Triceps",Shoulders,Anterior,3,2774.2,5,20,327.79,0.8707129341058338,0.21998417221232902,0.23611111111111113,0.9477124183006534,0.8043046259264062
Push Ups,Strength,Triceps,Shoulders,Quads,3,2082.6,4,18,334.17,0.7486510943242568,0.4425367532872664,0.15833333333333333,0.8431372549019608,0.744588291628177
Bird Dogs,HIIT,Full Core,Arms,Grip Strength,1,1026.63,4,25,351.3,0.576885346094104,0.37569839262656113,0.7916666666666666,0.23529411764705882,0.6467397270138708
Squats,Yoga,Calves,Arms,Grip Strength,1,507.28,5,22,350.18,0.4735405885128619,0.35841081402802916,0.875,0.18300653594771243,0.6916267710691297
Deadlifts,Yoga,"Lower Back, Glutes",Abs,Upper,1,573.68,4,18,357.13,0.5002077473431282,0.32013332119114085,0.5583333333333333,0.24836601307189543,0.6636805208115529
Deadlifts,Yoga,Core,Shoulders,Middle,2,679.18,4,19,348.68,0.5040490991419144,0.4647059302100358,0.275,0.35294117647058826,0.569010436183268
Lunges,Cardio,"Core, Lower Back",Legs,Lats,3,799.34,4,15,334.7,0.4998145527759557,0.18859342657088957,0.125,0.27450980392156865,0.6072815764146807
Push-ups,HIIT,"Lower Chest, Triceps",Arms,Lower,3,652.81,5,19,345.38,0.4923914030703619,0.5933905761180042,0.22222222222222224,0.032679738562091575,0.30894899151881594
Bear Crawls,Strength,Triceps,Abs,Wrist Extensors,1,1253.84,4,23,350.59,0.6197256656933838,0.6467111986454938,0.725,0.43790849673202603,0.6603756197452586
Tricep Dips,Cardio,"Glutes, Hamstrings",Back,Middle,2,1073.41,5,25,363.38,0.6098719230948608,0.8449840254888173,0.4791666666666667,0.4117647058823529,0.8343431479228529
Push-ups,HIIT,Full Core,Forearms,Posterior,2,1516.74,4,20,365.62,0.7006273958615916,0.3438142793120157,0.2916666666666667,0.4313725490196078,0.6967360958000046
Renegade Rows,Yoga,"Legs, Shoulders, Core",Arms,Grip Strength,3,1293.8,5,17,348.17,0.6227235532902764,0.1935819089090315,0.19444444444444445,0.764705882352941,0.7414629252536151
Leg Raises,Yoga,"Core, Lower Back",Forearms,Lateral,2,892.06,5,21,349.74,0.547597571439029,0.6693709646318937,0.3958333333333333,0.4901960784313726,0.7409279298164543
Decline Push-ups,Cardio,"Quadriceps, Hamstrings, Glutes",Shoulders,Wrist Flexors,2,837.52,5,20,339.31,0.516361305567622,0.2115652945801396,0.375,0.3006535947712418,0.6159381368566089
Dead Bugs,Cardio,"Triceps, Chest",Arms,Middle,1,545.1,4,19,333.23,0.44740180666006957,0.36812807705221123,0.5916666666666667,0.08496732026143794,0.9572203669795577
Face Pulls,HIIT,"Legs, Core",Abs,Lateral,1,2797.08,4,17,350.6,0.9202544455326769,0.24591450516392335,0.525,0.9542483660130717,0.6124847859620921
Mountain Climbers,Yoga,"Upper Back, Rear Deltoids",Shoulders,Posterior,1,1200.28,5,15,338.47,0.5853397822582537,0.5612653802072595,0.5833333333333334,0.6862745098039216,0.561499863175743
Reverse Lunges,Cardio,"Quadriceps, Hamstrings, Glutes",Abs,Wrist Extensors,3,518.26,4,22,340.94,0.45741492331559225,0.7615915567808811,0.20277777777777778,0.065359477124183,0.6133001188478266
Renegade Rows,Cardio,"Shoulders, Upper Back",Shoulders,Wrist Extensors,1,1943.3,4,22,373.47,0.7992060226160416,0.3864348811452279,0.6916666666666667,0.9019607843137255,0.8047910436602411
Lat Pulldowns,HIIT,"Obliques, Core",Shoulders,Wrist Flexors,3,1914.0,5,21,374.0,0.794548146103901,0.7678676732030291,0.25,0.6274509803921569,0.5011104280968051
Bicep Curls,Cardio,"Lower Abs, Hip Flexors",Back,Posterior,1,1880.95,5,21,346.73,0.7342106478275222,0.6339959261908753,0.8333333333333334,0.8627450980392157,0.5393313270368552
Plyo Squats,Yoga,"Lower Back, Glutes",Back,Wrist Flexors,2,1301.6,5,17,348.56,0.6250132892670399,0.19548985324733437,0.3125,0.7712418300653592,0.7418668617862328
Renegade Rows,Cardio,Calves,Arms,Lateral,1,960.0,4,23,333.52,0.528766853785089,0.3054481096920132,0.725,0.3333333333333333,0.9043479955001346
Plyo Squats,Strength,Calves,Chest,Lower Chest,1,1598.4,4,19,344.29,0.6743679083433571,0.18311557558378966,0.5916666666666667,0.6470588235294117,0.7307933620575038
Wall Angels,HIIT,"Lower Chest, Triceps",Abs,Anterior,3,1490.36,3,15,201.0,0.3701031098983936,0.36613893668765934,0.08333333333333333,0.4183006535947712,0.5469283010029332
Jumping Jacks,Cardio,"Chest, Triceps",Forearms,Middle,1,1766.64,5,18,363.88,0.7458501543038208,0.3256690749937706,0.7083333333333334,0.7908496732026142,0.9182306591377218
Wall Angels,Strength,"Quadriceps, Calves, Glutes",Back,Quads,1,573.16,4,23,345.25,0.47662451636782727,0.2218128038539418,0.725,0.058823529411764684,0.7764668210595865
Prone Cobras,Yoga,"Lower Abs, Hip Flexors",Chest,Lateral,3,481.8,5,15,348.16,0.46458624289262584,0.5775589052451677,0.16666666666666666,0.15686274509803919,0.41938936566934926
Prone Cobras,Cardio,"Lower Chest, Triceps",Arms,Lateral,2,961.6,5,16,358.61,0.5786712364483517,0.3803470279323667,0.2916666666666667,0.3333333333333333,0.6671055232505715
Tricep Dips,Yoga,"Upper Chest, Triceps",Legs,Quads,3,903.0,5,24,368.36,0.5865321121400735,0.21083942907857955,0.2916666666666667,0.4967320261437908,0.7297618440204121
Turkish Get-ups,Strength,"Lower Abs, Hip Flexors",Legs,Lats,3,1557.79,3,10,154.53,0.2913810199780024,0.5053077458752079,0.041666666666666664,0.6209150326797384,0.49092054953750774
Step-ups,Strength,"Rear Deltoids, Upper Back",Chest,Quads,1,1499.95,5,17,357.58,0.6814661050438822,0.10945572937502733,0.6666666666666666,0.5882352941176469,0.5716800617100055
Incline Push-ups,Strength,"Chest, Triceps",Shoulders,Lower,1,1386.0,5,18,361.43,0.6668869715915844,0.5708270764644562,0.7083333333333334,0.5947712418300654,0.6572855902794332
Step-ups,Yoga,Full Body,Arms,Wrist Flexors,1,741.6,4,16,352.76,0.5242684146836529,0.6829592963607642,0.49166666666666664,0.35294117647058826,0.5469963945639045
Lateral Raises,Strength,"Upper Back, Rear Deltoids",Chest,Wrist Extensors,3,1206.58,5,21,341.72,0.5929904968538,0.3991321305080961,0.25,0.4117647058823529,0.6018666257234153
Inverted Rows,Yoga,Shoulders,Back,Quads,2,898.42,5,15,343.6,0.5366997229176546,0.006837027929886892,0.2708333333333333,0.5686274509803922,0.724139051553918
Thrusters,Strength,"Core, Obliques",Chest,Anterior,1,574.2,5,19,352.6,0.4913550200641599,0.9614399223900886,0.75,0.058823529411764684,0.36054837510599236
Box Jumps,Yoga,"Legs, Shoulders, Core",Legs,Lats,3,1499.9,5,25,351.29,0.6690235730429607,0.386796428401836,0.3055555555555555,0.9346405228758167,0.6940867856511281
Bicycle Crunches,Cardio,"Shoulders, Triceps",Legs,Wrist Flexors,3,685.78,4,15,350.97,0.50986069834261,0.7164661087913572,0.125,0.18954248366013077,0.4034430652397095
Windshield Wipers,Strength,"Core, Shoulders, Legs",Shoulders,Lats,3,734.6,5,24,350.31,0.5180626695325118,0.21829649524413255,0.2916666666666667,0.1633986928104575,0.4633381945627202
Dragon Flags,Strength,Lower Abs,Back,Upper,2,672.59,5,16,362.37,0.5298254687069947,0.5303136729369073,0.2916666666666667,0.12418300653594776,0.301454554987692
Dragon Flags,Strength,"Lower Back, Glutes",Shoulders,Triceps,1,2214.7,4,22,360.65,0.8267146951546847,0.3096960556380173,0.6916666666666667,0.915032679738562,0.6142537479676425
Deadlift,Strength,"Triceps, Chest",Abs,Grip Strength,1,1152.71,5,24,345.52,0.5900116740262394,0.24396987606164025,0.9583333333333334,0.3790849673202614,0.807467727413417
Scissors Kicks,HIIT,"Core, Lower Back",Chest,Lower Chest,3,1412.4,5,23,338.67,0.6270403892672318,0.5431832425350133,0.2777777777777778,0.3790849673202614,0.568461489003198
Leg Raises,Yoga,"Back, Biceps",Abs,Posterior,2,998.3,5,15,355.92,0.5805006359406367,0.8566925209432343,0.2708333333333333,0.5882352941176469,0.44109956760884406
Plyo Squats,Cardio,"Biceps, Forearms",Shoulders,Lower Chest,1,666.98,5,21,345.02,0.49443909610367087,0.3828512737219581,0.8333333333333334,0.17647058823529413,0.5150012406256305
Kettlebell Swings,HIIT,Shoulders,Abs,Wrist Flexors,3,1050.79,4,21,371.22,0.6209637412606652,0.2625729539889414,0.19166666666666668,0.24836601307189543,0.6537176787778103
Renegade Rows,Strength,Calves,Abs,Triceps,3,1524.07,5,23,358.45,0.6878825365957909,0.6303311745607668,0.2777777777777778,0.6013071895424835,0.7824627467603664
Lunges,Yoga,"Lower Back, Glutes",Back,Wrist Flexors,1,972.0,5,15,367.01,0.5972998028234419,0.43903687889651477,0.5833333333333334,0.5620915032679737,0.8464607560306994
Scissors Kicks,Yoga,"Lower Abs, Hip Flexors",Legs,Wrist Extensors,1,1543.21,4,25,366.5,0.7075211995782508,0.34659725750304393,0.7916666666666666,0.9738562091503268,0.46197097391071495
Plyo Squats,Yoga,"Upper Chest, Triceps",Shoulders,Grip Strength,1,999.13,4,15,352.51,0.5739220624753509,0.721102071084835,0.4583333333333333,0.5882352941176469,0.6628801308747233
Deadlifts,Strength,"Shoulders, Triceps",Arms,Posterior,1,2024.1,5,15,337.13,0.7431103483758226,0.1402075078691056,0.5833333333333334,0.8104575163398693,0.5526153024521153
Bench Press,Strength,"Back, Biceps",Shoulders,Grip Strength,3,1190.16,5,18,363.3,0.632448060489968,0.49198410717159946,0.20833333333333334,0.4640522875816993,0.6460588604257257
Zottman Curls,HIIT,"Back, Biceps",Legs,Middle,3,1306.8,5,24,336.32,0.601832316287602,0.6719731213733101,0.2916666666666667,0.3856209150326798,0.6967313711158729
Deadlifts,Strength,Core,Arms,Wrist Extensors,3,2119.33,5,15,356.51,0.7999605607716802,0.44099962268114407,0.16666666666666666,0.8627450980392157,0.8158078219039538
Dragon Flags,Yoga,"Back, Biceps",Chest,Lateral,2,1409.63,5,15,355.77,0.6603008083832927,0.43750373211989935,0.2708333333333333,0.8627450980392157,0.8178111622687088
Calf Raises,Yoga,"Glutes, Hamstrings, Core",Abs,Lower Chest,3,714.1,4,19,364.95,0.5430081671180308,0.33229551494352827,0.16944444444444443,0.3856209150326798,0.542140816603045
Bird Dogs,Strength,"Legs, Shoulders, Core",Shoulders,Grip Strength,1,1364.96,4,18,361.03,0.6619992968751846,0.5542622728172658,0.5583333333333333,0.5816993464052287,0.6880721609909819
Bicycle Crunches,Yoga,"Core, Shoulders, Hips",Forearms,Anterior,3,1363.95,5,22,364.6,0.6688590751877541,0.5308060812370612,0.2638888888888889,0.8235294117647057,0.7488232571840778
Superman,Cardio,"Glutes, Hamstrings",Forearms,Lower Chest,1,1903.2,4,16,333.87,0.7131242636328877,0.3012295424061072,0.49166666666666664,0.8758169934640523,0.6320262287844371
Scissors Kicks,Yoga,"Glutes, Hamstrings, Core",Legs,Triceps,1,870.41,4,21,346.57,0.5371159398977252,0.3866361342569483,0.6583333333333333,0.5424836601307189,0.7244764521790874
Lat Pulldowns,Cardio,Shoulders,Back,Lower,1,1419.62,5,24,359.13,0.6688874877461465,0.5085762463277387,0.9583333333333334,0.6470588235294117,0.681376475789818
Dragon Flags,HIIT,"Glutes, Hamstrings",Shoulders,Upper,3,1231.96,4,16,335.88,0.5863893167391128,0.09487438375172734,0.1361111111111111,0.3464052287581699,0.570725558841251
Rows,Cardio,"Legs, Shoulders, Core",Legs,Wrist Extensors,3,1882.4,4,25,366.21,0.7729971119073751,0.5693543471312128,0.23611111111111113,0.8627450980392157,0.5875392405743378
Kettlebell Swings,Cardio,Calves,Back,Posterior,1,686.4,5,16,379.1,0.565583104641702,0.46856810856813247,0.625,0.18954248366013077,0.44914192013443
Bear Crawls,Cardio,Lower Abs,Legs,Wrist Extensors,3,1955.2,4,18,367.34,0.7894067223268082,0.6958143413319405,0.15833333333333333,0.9084967320261438,0.6628234532432522
