Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,E,I,S,D,R,E_scaled,I_scaled,S_scaled,D_scaled,R_scaled
Lat Pulldowns,Strength,"Core, Shoulders, Hips",Abs,Posterior,1,0.5132922380437972,0.9548959626198005,,0.28758169934640526,,-0.8412309167551233,2.3742273457239143,,-0.967771030385921,
Pull-ups,Yoga,Shoulders,Arms,Grip Strength,2,0.5089555338678454,0.3838916155568553,,0.4836601307189542,,-0.8782395961004446,-0.3994151827150632,,-0.08831663014722764,
Face Pulls,Yoga,"Quadriceps, Calves, Glutes",Back,Anterior,1,0.5509281267978673,0.25225965020700214,,0.5686274509803922,,-0.5200527864829858,-1.038814898451573,,0.29278027662287365,
Shoulder Press,Yoga,"Chest, Triceps, Shoulders",Back,Lats,1,0.6475991578065519,0.5601357814234605,,0.9019607843137255,,0.30492098240380383,0.45668743077866897,,1.7878527570286527,
Burpees,Yoga,"Upper Chest, Triceps",Abs,Grip Strength,2,0.556074189020668,0.41044663978020557,,0.6274509803921569,,-0.47613718630190965,-0.27042466817964206,,0.5566165966944813,
Lat Pulldowns,HIIT,"Core, Shoulders, Hips",Legs,Wrist Flexors,2,0.775250914940806,0.47199215735936856,,0.6601307189542484,,1.3942788809308835,0.02853148840726625,,0.703192330067597,
Bear Crawls,Cardio,"Upper Chest, Triceps",Chest,Anterior,1,0.5916345108049933,0.5053809330082543,,0.3660130718954248,,-0.17267158363748367,0.19071681779854727,,-0.6159892702904438,
Bulgarian Split Squats,Yoga,"Legs, Core",Shoulders,Lower Chest,2,0.6826641557729148,0.30535591268009926,,0.9084967320261438,,0.6041595777356289,-0.7809008344798215,,1.8171679037032757,
Bench Press,Yoga,"Glutes, Hamstrings, Core",Abs,Triceps,2,0.5747964633765484,0.3584117418586479,,0.4183006535947712,,-0.3163645524906943,-0.5231831744512299,,-0.38146809689345884,
Tricep Dips,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Lateral,2,0.8818550408718873,0.20257688603964075,,0.8562091503267972,,2.3040199546590134,-1.2801479606844723,,1.58264673030629,
Bicep Curls,Strength,Core,Legs,Quads,2,0.5130920782882631,0.3538245301189023,,0.16993464052287582,,-0.8429390453038672,-0.545465466405323,,-1.4954436705291374,
Lateral Raises,Yoga,Full Body,Shoulders,Lateral,3,0.5574551239584463,0.8202718479450242,,0.5424836601307189,,-0.4643525276681964,1.7202933227413475,,0.17551968992438055,
Lat Pulldowns,Strength,"Core, Shoulders, Legs",Forearms,Wrist Extensors,3,0.6462670899750893,0.6121266295743697,,0.37254901960784315,,0.29355334715808273,0.7092319661446636,,-0.5866741236158205,
Calf Raises,Strength,"Core, Shoulders, Legs",Abs,Triceps,2,0.23750632200689675,0.6989808757558198,,0.4575163398692809,,-3.1947399688973133,1.1311247804874982,,-0.20557721684572047,
Flutter Kicks,HIIT,"Upper Back, Rear Deltoids",Forearms,Upper,2,0.6115364531543797,0.42225958993115414,,0.3790849673202614,,-0.0028318682974674135,-0.21304349219817661,,-0.5573589769411975,
Leg Press,Strength,Quadriceps,Chest,Middle,2,0.6800606583038078,0.2617814588280226,,0.6078431372549018,,0.5819417830460957,-0.992562897963724,,0.46867115667061127,
Calf Raises,Cardio,"Glutes, Hamstrings, Core",Abs,Upper,1,0.548935063132781,0.3768630074644831,,0.4771241830065359,,-0.537061245234914,-0.433556510046473,,-0.11763177682185066,
Pull-ups,Yoga,Quadriceps,Back,Lateral,1,0.5249579781113447,0.30434507760966995,,0.261437908496732,,-0.7416775195278431,-0.7858109462066439,,-1.0850316170844139,
Thrusters,HIIT,"Chest, Triceps",Abs,Lower Chest,1,0.9164824558790761,0.5120075180160696,,0.9869281045751632,,2.5995242931068074,0.2229053258029646,,2.1689496637987524,
Push Ups,Cardio,"Obliques, Core",Abs,Middle,1,0.6157949400615883,0.5012102724205434,,0.6601307189542484,,0.03350931847728994,0.1704579149771227,,0.703192330067597,
Flutter Kicks,Yoga,"Rear Deltoids, Upper Back",Forearms,Quads,2,0.5736050965018284,0.40057092994057414,,0.6013071895424835,,-0.3265314702375044,-0.31839573696505263,,0.43935600999598823,
Bulgarian Split Squats,Cardio,"Triceps, Chest",Shoulders,Quads,2,0.2832309586427485,0.8575835568602911,,0.5424836601307189,,-2.8045338707222682,1.9015342243009146,,0.17551968992438055,
Pull-ups,HIIT,"Rear Deltoids, Upper Back",Legs,Lateral,1,0.8846551950908464,0.38951437485851703,,0.9019607843137255,,2.3279159838559242,-0.37210273858660264,,1.7878527570286527,
Face Pulls,Cardio,Quadriceps,Chest,Lower,2,0.5798169433152203,0.21894709685847452,,0.28758169934640526,,-0.27352064968536954,-1.2006299794989035,,-0.967771030385921,
Tricep Extensions,Yoga,"Full Body, Core, Shoulders",Abs,Anterior,2,0.5100544632999192,0.17899082238613293,,0.4771241830065359,,-0.8688615234155976,-1.3947168069013762,,-0.11763177682185066,
Prone Cobras,Strength,"Shoulders, Upper Back",Back,Anterior,2,0.626293494739888,0.504273285795075,,0.5620915032679737,,0.12310215854995762,0.18533644296815707,,0.2634651299482496,
Plyometric Push-ups,Yoga,"Back, Core, Shoulders",Arms,Wrist Flexors,3,0.6532273956057749,0.42777584491983617,,0.9084967320261438,,0.35295138511047414,-0.1862483907019782,,1.8171679037032757,
Squats,Cardio,"Back, Biceps",Forearms,Middle,1,0.6892078243492097,0.06311529496550491,,0.7973856209150325,,0.6600021075132109,-1.957579931345718,,1.3188104102346818,
Zottman Curls,Yoga,"Triceps, Chest",Legs,Wrist Flexors,3,0.6155518870768742,0.3383716573570391,,0.8758169934640523,,0.031435146569257603,-0.6205274957914763,,1.67059217033016,
Seated Rows,Strength,"Obliques, Core",Shoulders,Upper,1,0.5797905561508967,0.5299659820821182,,0.4313725490196078,,-0.2737458331573478,0.3101382162971323,,-0.32283780354421254,
Jumping Jacks,Strength,"Glutes, Hamstrings",Back,Quads,1,0.7837306779607425,0.2766581676800697,,0.7908496732026142,,1.4666437040307359,-0.9202995735818981,,1.289495263560059,
Step-ups,HIIT,Shoulders,Legs,Lateral,2,0.7343974295592469,0.29504837894717123,,0.5686274509803922,,1.0456423405348427,-0.8309694794420235,,0.29278027662287365,
Tricep Extensions,Cardio,"Back, Hamstrings, Glutes",Shoulders,Quads,2,0.6278354513928566,0.35079858194824765,,0.47058823529411753,,0.13626094850167775,-0.5601639508882349,,-0.14694692349647417,
Reverse Lunges,Strength,"Triceps, Chest",Chest,Lower,1,0.670938995627005,0.7132219323366347,,0.5947712418300654,,0.5040990998919257,1.2003004363045275,,0.4100408633213657,
Superman,HIIT,"Triceps, Chest",Arms,Anterior,3,0.6221017999574786,0.4575504256666293,,0.25490196078431365,,0.08733096415401963,-0.04161894286934717,,-1.1143467637590372,
Decline Push-ups,HIIT,"Triceps, Chest",Arms,Lats,2,0.7353171846307893,0.2713657753485471,,0.5294117647058822,,1.0534913703828321,-0.946007266567775,,0.116889396575134,
Rows,Strength,Lower Abs,Forearms,Middle,2,0.6783087201466352,0.3576623650803635,,0.5359477124183007,,0.5669910474503475,-0.5268232576007984,,0.146204543249758,
Superman,Cardio,"Back, Core, Shoulders",Back,Posterior,1,0.7083573388448463,0.167644983544806,,0.6732026143790849,,0.8234207343860155,-1.449828998766441,,0.7618226234168429,
Plank,Strength,Full Core,Chest,Wrist Flexors,1,0.6802183333576342,0.16035753279349338,,0.6274509803921569,,0.5832873545379614,-1.4852276492876026,,0.5566165966944813,
Jumping Jacks,Cardio,"Lower Chest, Triceps",Forearms,Lower Chest,2,0.261034053366552,0.2201529780860403,,0.6405228758169934,,-2.993958400617701,-1.1947724348510798,,0.6152468900437273,
Burpees,Strength,"Chest, Triceps",Forearms,Wrist Extensors,3,0.5937569183323004,0.6434249784808643,,0.35294117647058826,,-0.15455932685645363,0.8612630882254302,,-0.6746195636396898,
Leg Press,HIIT,"Lower Abs, Hip Flexors",Abs,Triceps,1,0.7408375400778153,0.1650233069854185,,0.6274509803921569,,1.1006011238550861,-1.4625637417475257,,0.5566165966944813,
Tricep Extensions,HIIT,"Obliques, Core",Chest,Lower,2,0.5054412584624446,0.13389055665696575,,0.052287581699346365,,-0.908229811326754,-1.6137904719509475,,-2.023116310672354,
Decline Push-ups,HIIT,"Legs, Core",Abs,Lats,1,0.59687387186528,0.6830649897558279,,0.2941176470588235,,-0.12795978740066613,1.0538136732876473,,-0.9384558837112983,
Seated Rows,HIIT,"Quadriceps, Glutes",Back,Wrist Extensors,3,0.7163075827501116,0.4100038135012118,,0.5620915032679737,,0.8912667334372385,-0.2725756882313197,,0.2634651299482496,
Leg Press,Strength,"Core, Lower Back",Abs,Wrist Flexors,3,0.8169174035550807,0.8550221539396164,,0.8758169934640523,,1.7498534495450184,1.88909225934952,,1.67059217033016,
Box Jumps,Yoga,"Core, Obliques",Shoulders,Triceps,3,0.5425531071580649,0.30710481738376694,,0.3464052287581699,,-0.5915237477901838,-0.7724055638409364,,-0.7039347103143131,
Jumping Jacks,Cardio,"Rear Deltoids, Upper Back",Shoulders,Grip Strength,2,0.5951308446414293,0.39418964284136293,,0.6405228758169934,,-0.14283447864093213,-0.34939271514147285,,0.6152468900437273,
Calf Raises,Yoga,Triceps,Forearms,Posterior,3,0.5118997619547445,0.5378542749834885,,0.4248366013071894,,-0.8531140655669668,0.3484554458954071,,-0.3521529502188361,
Dips,Yoga,Quadriceps,Back,Lats,2,0.5070242123521977,0.3026493718416834,,0.4313725490196078,,-0.8947211580851603,-0.7940478040484431,,-0.32283780354421254,
Flutter Kicks,Cardio,"Lower Abs, Hip Flexors",Back,Wrist Flexors,1,0.5567032114789998,0.2306194600634047,,0.3333333333333333,,-0.47076921802072064,-1.1439317018778896,,-0.7625650036635594,
Dragon Flags,Yoga,"Full Body, Core, Shoulders",Back,Lower Chest,2,0.5324477800709222,0.39426741359163586,,0.633986928104575,,-0.6777608519767003,-0.3490149452321278,,0.5859317433691038,
Tricep Extensions,Strength,"Lower Chest, Triceps",Arms,Middle,1,0.6877424934244736,0.8641287810401568,,0.6209150326797384,,0.6474972282020829,1.9333275236633822,,0.5273014500198573,
Turkish Get-ups,Yoga,"Quadriceps, Glutes",Arms,Upper,3,0.5167342861461985,0.5062836358649948,,0.4640522875816993,,-0.811857076773293,0.19510167939702283,,-0.17626207017109696,
Frog Jumps,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lateral,1,0.5946610263474776,0.7116677435172377,,0.3464052287581699,,-0.14684382626667988,1.1927509942926113,,-0.7039347103143131,
Step-ups,Yoga,"Legs, Shoulders, Core",Chest,Anterior,3,0.5096830283823783,0.26341605185289896,,0.4248366013071894,,-0.8720312844145501,-0.9846228940849323,,-0.3521529502188361,
Plyo Squats,HIIT,"Shoulders, Triceps",Shoulders,Anterior,3,0.8707129341058338,0.21998417221232902,,0.9477124183006534,,2.20893515297417,-1.1955924061048613,,1.9930587837510139,
Push Ups,Strength,Triceps,Shoulders,Quads,3,0.7486510943242568,0.4425367532872664,,0.8431372549019608,,1.167280637126328,-0.11454756492563437,,1.5240164369570446,
Bird Dogs,HIIT,Full Core,Arms,Grip Strength,1,0.576885346094104,0.37569839262656113,,0.23529411764705882,,-0.2985383906065876,-0.43921360400788784,,-1.2022922037829062,
Squats,Yoga,Calves,Arms,Grip Strength,1,0.4735405885128619,0.35841081402802916,,0.18300653594771243,,-1.180464581595797,-0.5231876813704442,,-1.4368133771798912,
Deadlifts,Yoga,"Lower Back, Glutes",Abs,Upper,1,0.5002077473431282,0.32013332119114085,,0.24836601307189543,,-0.9528916851845539,-0.7091198595762753,,-1.1436619104336598,
Deadlifts,Yoga,Core,Shoulders,Middle,2,0.5040490991419144,0.4647059302100358,,0.35294117647058826,,-0.9201102568911078,-0.006861218491037278,,-0.6746195636396898,
Lunges,Cardio,"Core, Lower Back",Legs,Lats,3,0.4998145527759557,0.18859342657088957,,0.27450980392156865,,-0.9562471392497638,-1.3480723435315183,,-1.0264013237351672,
Push-ups,HIIT,"Lower Chest, Triceps",Arms,Lower,3,0.4923914030703619,0.5933905761180042,,0.032679738562091575,,-1.0195950080553053,0.618221950285795,,-2.111061750696223,
Bear Crawls,Strength,Triceps,Abs,Wrist Extensors,1,0.6197256656933838,0.6467111986454938,,0.43790849673202603,,0.0670534475207771,0.8772258388652693,,-0.2935226568695898,
Tricep Dips,Cardio,"Glutes, Hamstrings",Back,Middle,2,0.6098719230948608,0.8449840254888173,,0.4117647058823529,,-0.017036678386885412,1.8403322453141095,,-0.4107832435680819,
Push-ups,HIIT,Full Core,Forearms,Posterior,2,0.7006273958615916,0.3438142793120157,,0.4313725490196078,,0.7574547450959795,-0.59409006532674,,-0.32283780354421254,
Renegade Rows,Yoga,"Legs, Shoulders, Core",Arms,Grip Strength,3,0.6227235532902764,0.1935819089090315,,0.764705882352941,,0.09263689898190036,-1.323840887437346,,1.1722346768615663,
Leg Raises,Yoga,"Core, Lower Back",Forearms,Lateral,2,0.547597571439029,0.6693709646318937,,0.4901960784313726,,-0.5484751667782791,0.987295212150488,,-0.05900148347260413,
Decline Push-ups,Cardio,"Quadriceps, Hamstrings, Glutes",Shoulders,Wrist Flexors,2,0.516361305567622,0.2115652945801396,,0.3006535947712418,,-0.8150400281747545,-1.2364869407305148,,-0.909140737036675,
Dead Bugs,Cardio,"Triceps, Chest",Arms,Middle,1,0.44740180666006957,0.36812807705221123,,0.08496732026143794,,-1.4035284007586495,-0.4759862649144539,,-1.8765405772992378,
Face Pulls,HIIT,"Legs, Core",Abs,Lateral,1,0.9202544455326769,0.24591450516392335,,0.9542483660130717,,2.631713796914349,-1.0696363172921148,,2.022373930425637,
Mountain Climbers,Yoga,"Upper Back, Rear Deltoids",Shoulders,Posterior,1,0.5853397822582537,0.5612653802072595,,0.6862745098039216,,-0.22638970249003354,0.46217443493710186,,0.8204529167660896,
Reverse Lunges,Cardio,"Quadriceps, Hamstrings, Glutes",Abs,Wrist Extensors,3,0.45741492331559225,0.7615915567808811,,0.065359477124183,,-1.318078204361473,1.4352549478301537,,-1.9644860173231076,
Renegade Rows,Cardio,"Shoulders, Upper Back",Shoulders,Wrist Extensors,1,0.7992060226160416,0.3864348811452279,,0.9019607843137255,,1.5987076043728892,-0.38706131950314626,,1.7878527570286527,
Lat Pulldowns,HIIT,"Obliques, Core",Shoulders,Wrist Flexors,3,0.794548146103901,0.7678676732030291,,0.6274509803921569,,1.5589580961579137,1.4657410614848803,,0.5566165966944813,
Bicep Curls,Cardio,"Lower Abs, Hip Flexors",Back,Posterior,1,0.7342106478275222,0.6339959261908753,,0.8627450980392157,,1.044048377715037,0.8154616498144797,,1.611961876980914,
Plyo Squats,Yoga,"Lower Back, Glutes",Back,Wrist Flexors,2,0.6250132892670399,0.19548985324733437,,0.7712418300653592,,0.11217710765451269,-1.3145730848613566,,1.2015498235361888,
Renegade Rows,Cardio,Calves,Arms,Lateral,1,0.528766853785089,0.3054481096920132,,0.3333333333333333,,-0.7091732368383601,-0.7804529892846758,,-0.7625650036635594,
Plyo Squats,Strength,Calves,Chest,Lower Chest,1,0.6743679083433571,0.18311557558378966,,0.6470588235294117,,0.5333608447732723,-1.3746808983357373,,0.6445620367183504,
Wall Angels,HIIT,"Lower Chest, Triceps",Abs,Anterior,3,0.3701031098983936,0.36613893668765934,,0.4183006535947712,,-2.0631820377596664,-0.4856484756113324,,-0.38146809689345884,
Jumping Jacks,Cardio,"Chest, Triceps",Forearms,Middle,1,0.7458501543038208,0.3256690749937706,,0.7908496732026142,,1.1433779020362542,-0.6822300429699419,,1.289495263560059,
Wall Angels,Strength,"Quadriceps, Calves, Glutes",Back,Quads,1,0.47662451636782727,0.2218128038539418,,0.058823529411764684,,-1.1541468775334789,-1.1867098634129976,,-1.9938011639977309,
Prone Cobras,Yoga,"Lower Abs, Hip Flexors",Chest,Lateral,3,0.46458624289262584,0.5775589052451677,,0.15686274509803919,,-1.2568794100833243,0.5413199164308633,,-1.5540739638783838,
Prone Cobras,Cardio,"Lower Chest, Triceps",Arms,Lateral,2,0.5786712364483517,0.3803470279323667,,0.3333333333333333,,-0.2832979128648127,-0.4166329482743442,,-0.7625650036635594,
Tricep Dips,Yoga,"Upper Chest, Triceps",Legs,Quads,3,0.5865321121400735,0.21083942907857955,,0.4967320261437908,,-0.21621456660808686,-1.2400128183099226,,-0.029686336797981355,
Turkish Get-ups,Strength,"Lower Abs, Hip Flexors",Legs,Lats,3,0.2913810199780024,0.5053077458752079,,0.6209150326797384,,-2.734982664468981,0.19036131272087822,,0.5273014500198573,
Step-ups,Strength,"Rear Deltoids, Upper Back",Chest,Quads,1,0.6814661050438822,0.10945572937502733,,0.5882352941176469,,0.5939356211383432,-1.7324821710121707,,0.3807257166467417,
Incline Push-ups,Strength,"Chest, Triceps",Shoulders,Lower,1,0.6668869715915844,0.5708270764644562,,0.5947712418300654,,0.46951983136399944,0.5086201888431628,,0.4100408633213657,
Step-ups,Yoga,Full Body,Arms,Wrist Flexors,1,0.5242684146836529,0.6829592963607642,,0.35294117647058826,,-0.7475621339143212,1.0533002696734166,,-0.6746195636396898,
Lateral Raises,Strength,"Upper Back, Rear Deltoids",Chest,Wrist Extensors,3,0.5929904968538,0.3991321305080961,,0.4117647058823529,,-0.16109983448399132,-0.32538467727057196,,-0.4107832435680819,
Inverted Rows,Yoga,Shoulders,Back,Quads,2,0.5366997229176546,0.006837027929886892,,0.5686274509803922,,-0.641475511076127,-2.2309505206936624,,0.29278027662287365,
Thrusters,Strength,"Core, Obliques",Chest,Anterior,1,0.4913550200641599,0.9614399223900886,,0.058823529411764684,,-1.028439320417712,2.40601450324141,,-1.9938011639977309,
Box Jumps,Yoga,"Legs, Shoulders, Core",Legs,Lats,3,0.6690235730429607,0.386796428401836,,0.9346405228758167,,0.48775321662491106,-0.3853051107244798,,1.9344284904017668,
Bicycle Crunches,Cardio,"Shoulders, Triceps",Legs,Wrist Flexors,3,0.50986069834261,0.7164661087913572,,0.18954248366013077,,-0.8705150798682558,1.2160589604398733,,-1.407498230505268,
Windshield Wipers,Strength,"Core, Shoulders, Legs",Shoulders,Lats,3,0.5180626695325118,0.21829649524413255,,0.1633986928104575,,-0.8005208839418027,-1.2037902642075784,,-1.5247588172037607,
Dragon Flags,Strength,Lower Abs,Back,Upper,2,0.5298254687069947,0.5303136729369073,,0.12418300653594776,,-0.7001392011731584,0.3118271178730184,,-1.700649697251499,
Dragon Flags,Strength,"Lower Back, Glutes",Shoulders,Triceps,1,0.8267146951546847,0.3096960556380173,,0.915032679738562,,1.8334618324439458,-0.7598186743360227,,1.8464830503778982,
Deadlift,Strength,"Triceps, Chest",Abs,Grip Strength,1,0.5900116740262394,0.24396987606164025,,0.3790849673202614,,-0.18652059051873224,-1.0790823153968157,,-0.5573589769411975,
Scissors Kicks,HIIT,"Core, Lower Back",Chest,Lower Chest,3,0.6270403892672318,0.5431832425350133,,0.3790849673202614,,0.1294760265717889,0.3743408023022492,,-0.5573589769411975,
Leg Raises,Yoga,"Back, Biceps",Abs,Posterior,2,0.5805006359406367,0.8566925209432343,,0.5882352941176469,,-0.26768613570465855,1.8972060346354114,,0.3807257166467417,
Plyo Squats,Cardio,"Biceps, Forearms",Shoulders,Lower Chest,1,0.49443909610367087,0.3828512737219581,,0.17647058823529413,,-1.0021203517742487,-0.4044686229773438,,-1.466128523854514,
Kettlebell Swings,HIIT,Shoulders,Abs,Wrist Flexors,3,0.6209637412606652,0.2625729539889414,,0.24836601307189543,,0.07761896912791735,-0.9887182255883383,,-1.1436619104336598,
Renegade Rows,Strength,Calves,Abs,Triceps,3,0.6878825365957909,0.6303311745607668,,0.6013071895424835,,0.6486923322745545,0.7976601899311726,,0.43935600999598823,
Lunges,Yoga,"Lower Back, Glutes",Back,Wrist Flexors,1,0.5972998028234419,0.43903687889651477,,0.5620915032679737,,-0.12432496666715374,-0.13154813682025257,,0.2634651299482496,
Scissors Kicks,Yoga,"Lower Abs, Hip Flexors",Legs,Wrist Extensors,1,0.7075211995782508,0.34659725750304393,,0.9738562091503268,,0.8162852672778227,-0.5805718028020185,,2.110319370449507,
Plyo Squats,Yoga,"Upper Chest, Triceps",Shoulders,Grip Strength,1,0.5739220624753509,0.721102071084835,,0.5882352941176469,,-0.3238265377354167,1.2385780572621121,,0.3807257166467417,
