Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Sets,Reps,Burns Calories (per 30 min),pseudo_target
Turkish Get-ups,HIIT,"Lower Abs, Hip Flexors",Back,Wrist Flexors,1,3,10,279.27,0.51264507
Scissors Kicks,HIIT,"Core, Lower Back",Back,Wrist Extensors,1,5,15,366.21,0.51259446
Seated Rows,HIIT,"Core, Shoulders, Hips",Forearms,Grip Strength,1,4,12,223.54,0.51259357
Windshield Wipers,HIIT,"Shoulders, Upper Back",Legs,Wrist Extensors,1,3,12,181.15,0.5125806
Rows,HIIT,"Glutes, Hamstrings, Core",Legs,Lats,1,4,21,337.33,0.5125718
Superman,HIIT,"Core, Shoulders, Hips",Forearms,Lower Chest,1,4,24,344.24,0.5125404
Mountain Climbers,HIIT,Full Body,Abs,Triceps,1,4,18,366.58,0.5125383
Reverse Lunges,HIIT,"Glutes, Hamstrings, Core",Forearms,Upper,1,4,16,343.26,0.51251614
Push-ups,HIIT,"Core, Shoulders, Hips",Arms,Lats,1,4,17,346.96,0.51251453
Thrusters,HIIT,"Glutes, Hamstrings",Arms,Wrist Extensors,1,4,16,326.43,0.5125109
Renegade Rows,HIIT,"Glutes, Hamstrings",Legs,Wrist Extensors,1,4,15,331.85,0.51246685
Plank,HIIT,"Core, Obliques",Abs,Upper,1,4,15,335.32,0.51246274
Box Jumps,HIIT,"Obliques, Core",Arms,Upper,1,4,23,361.65,0.5124551
Thrusters,HIIT,"Triceps, Chest",Abs,Wrist Extensors,1,4,18,332.4,0.5124349
Calf Raises,HIIT,"Lower Chest, Triceps",Chest,Anterior,1,5,15,351.72,0.51241827
Mountain Climbers,HIIT,"Obliques, Core",Arms,Wrist Extensors,1,5,15,342.2,0.51241183
Pull-ups,HIIT,"Glutes, Hamstrings",Shoulders,Anterior,1,5,18,370.26,0.5123969
Bicycle Crunches,HIIT,"Core, Obliques",Shoulders,Wrist Extensors,1,4,25,334.6,0.5123667
Frog Jumps,HIIT,"Core, Obliques",Shoulders,Wrist Extensors,1,5,20,373.19,0.5123667
Rows,HIIT,"Upper Chest, Triceps",Abs,Wrist Flexors,1,5,19,343.34,0.51236063
Bench Press,HIIT,"Core, Shoulders, Hips",Back,Grip Strength,1,4,20,348.24,0.5123451
Pull-ups,HIIT,"Core, Lower Back",Back,Posterior,1,5,22,356.13,0.5122909
Dead Bugs,HIIT,"Back, Core, Shoulders",Abs,Quads,1,4,24,347.4,0.51228625
Bulgarian Split Squats,HIIT,Triceps,Forearms,Upper,1,4,21,341.63,0.5122844
Zottman Curls,HIIT,"Quadriceps, Glutes",Abs,Posterior,1,5,22,335.51,0.5122709
Thrusters,HIIT,"Upper Back, Rear Deltoids",Abs,Upper,1,4,24,342.45,0.5122452
Tricep Dips,HIIT,"Rear Deltoids, Upper Back",Forearms,Wrist Extensors,1,4,25,336.06,0.5122193
Dead Bugs,HIIT,"Back, Core, Shoulders",Back,Upper,1,5,15,361.56,0.5121991
Face Pulls,HIIT,"Glutes, Hamstrings, Core",Legs,Lower Chest,1,5,23,362.11,0.5121656
Thrusters,HIIT,Triceps,Back,Wrist Extensors,1,5,16,362.23,0.5121553
Tricep Dips,HIIT,"Core, Shoulders, Hips",Forearms,Middle,1,4,24,373.35,0.5121455
Superman,HIIT,"Core, Shoulders, Hips",Arms,Upper,1,5,22,330.46,0.5120503
Windshield Wipers,HIIT,"Triceps, Chest",Back,Lower Chest,1,3,12,250.19,0.51204026
Pull-ups,HIIT,"Shoulders, Upper Back",Abs,Lats,1,5,25,335.2,0.5120381
Renegade Rows,HIIT,"Upper Back, Rear Deltoids",Shoulders,Upper,1,5,25,340.87,0.5120168
Lunges,HIIT,"Glutes, Hamstrings, Core",Legs,Lower Chest,1,5,17,340.6,0.5120092
Tricep Extensions,HIIT,"Legs, Core",Back,Lower Chest,1,5,21,366.75,0.5120072
Plyometric Push-ups,HIIT,Full Body,Arms,Lats,1,5,25,329.8,0.5119935
Push-ups,HIIT,"Shoulders, Triceps",Legs,Wrist Extensors,1,4,21,338.43,0.51197994
Deadlift,HIIT,"Triceps, Chest",Legs,Wrist Extensors,1,5,15,345.56,0.51197994
Squats,HIIT,"Upper Chest, Triceps",Legs,Wrist Extensors,1,5,21,343.11,0.51197994
Leg Press,HIIT,Full Body,Arms,Upper,1,5,17,361.32,0.511952
Plank,HIIT,"Back, Hamstrings, Glutes",Chest,Lower Chest,1,5,18,365.4,0.511935
Tricep Dips,HIIT,"Rear Deltoids, Upper Back",Legs,Wrist Extensors,1,4,18,341.89,0.51191807
Lateral Raises,HIIT,"Core, Lower Back",Shoulders,Upper,1,5,15,362.16,0.511915
Pull-ups,HIIT,"Core, Shoulders, Legs",Forearms,Triceps,1,4,21,334.95,0.51188004
Frog Jumps,HIIT,Full Body,Back,Lats,1,4,25,347.44,0.5118629
Kettlebell Swings,HIIT,Quadriceps,Back,Wrist Extensors,1,3,12,180.72,0.5118488
Lateral Raises,HIIT,"Back, Hamstrings, Glutes",Chest,Upper,1,4,19,346.48,0.5118281
Push Ups,HIIT,"Lower Back, Glutes",Arms,Lats,1,5,18,364.13,0.5118171
Pistol Squats,HIIT,"Shoulders, Upper Back",Forearms,Middle,1,4,20,364.96,0.5117888
Squats,HIIT,"Core, Shoulders, Hips",Legs,Lateral,1,5,24,338.21,0.5117776
Windshield Wipers,HIIT,Calves,Shoulders,Grip Strength,1,5,20,356.3,0.51176035
Jumping Jacks,HIIT,"Core, Shoulders, Hips",Shoulders,Quads,1,5,18,335.35,0.5117421
Push-ups,HIIT,"Core, Shoulders, Hips",Shoulders,Quads,1,4,16,351.41,0.5117421
Calf Raises,HIIT,"Biceps, Forearms",Abs,Lats,1,3,20,211.54,0.51173353
Resistance Band Pull-Aparts,HIIT,"Full Body, Core, Shoulders",Back,Wrist Extensors,1,5,18,365.56,0.5117255
Scissors Kicks,HIIT,"Back, Core, Shoulders",Forearms,Quads,1,4,19,362.62,0.51169974
Squats,HIIT,"Core, Shoulders, Hips",Back,Grip Strength,1,5,18,336.19,0.5116951
Jumping Jacks,HIIT,"Core, Lower Back",Legs,Wrist Extensors,1,4,24,345.77,0.5116948
Incline Push-ups,HIIT,"Core, Shoulders, Hips",Abs,Anterior,1,5,17,335.83,0.51169133
Deadlifts,HIIT,"Quadriceps, Glutes",Shoulders,Lower,1,4,24,364.89,0.51166636
Deadlift,HIIT,"Upper Chest, Triceps",Abs,Wrist Extensors,1,4,22,348.88,0.5116623
Dead Bugs,HIIT,Full Body,Forearms,Wrist Extensors,1,4,24,350.03,0.5116543
Bulgarian Split Squats,HIIT,"Back, Hamstrings, Glutes",Abs,Wrist Flexors,1,5,20,353.46,0.5116484
Dips,HIIT,"Core, Shoulders, Hips",Abs,Quads,1,4,21,341.57,0.51164156
Dips,HIIT,Triceps,Chest,Wrist Extensors,1,5,17,343.49,0.51163363
Windshield Wipers,HIIT,"Back, Hamstrings, Glutes",Legs,Lower,1,4,25,335.27,0.5116252
Lateral Raises,HIIT,"Chest, Triceps, Shoulders",Forearms,Lats,1,5,20,328.14,0.51161957
Push-ups,HIIT,Calves,Legs,Wrist Extensors,1,4,22,338.34,0.51161087
Flutter Kicks,HIIT,Full Body,Shoulders,Anterior,1,4,17,330.33,0.5115981
Push Ups,HIIT,"Obliques, Core",Forearms,Wrist Extensors,1,4,21,370.24,0.51159716
Windshield Wipers,HIIT,"Upper Chest, Triceps",Back,Lower Chest,1,5,19,355.99,0.51157665
Resistance Band Pull-Aparts,HIIT,Full Body,Arms,Wrist Flexors,1,5,21,329.01,0.51157314
Russian Twists,HIIT,Full Body,Forearms,Triceps,1,5,15,338.6,0.51152724
Lateral Raises,HIIT,"Legs, Shoulders, Core",Abs,Quads,1,5,20,352.81,0.5114942
Glute Bridges,HIIT,"Core, Obliques",Forearms,Lower Chest,1,4,18,340.34,0.5114911
Plank,HIIT,"Upper Back, Rear Deltoids",Arms,Posterior,1,4,21,366.74,0.51148427
Pistol Squats,HIIT,"Legs, Core",Legs,Grip Strength,1,5,23,354.19,0.5114773
Leg Raises,HIIT,"Glutes, Hamstrings, Core",Chest,Upper,1,4,16,367.27,0.5114624
Leg Raises,HIIT,"Glutes, Hamstrings, Core",Chest,Upper,1,5,24,348.22,0.5114624
Step-ups,HIIT,Full Body,Forearms,Posterior,1,4,16,357.22,0.51146144
Plyometric Push-ups,HIIT,"Full Body, Core, Shoulders",Abs,Wrist Extensors,1,5,16,347.16,0.5114464
Wall Angels,HIIT,"Glutes, Hamstrings",Chest,Lateral,1,5,15,338.32,0.5114451
Plank,HIIT,"Rear Deltoids, Upper Back",Chest,Lats,1,4,24,374.47,0.5114448
Mountain Climbers,HIIT,Quadriceps,Shoulders,Lats,1,4,21,370.23,0.51144093
Step-ups,HIIT,Full Body,Forearms,Lower,1,4,17,347.37,0.5114388
Windshield Wipers,HIIT,"Back, Hamstrings, Glutes",Back,Lateral,1,4,23,359.37,0.51143533
Kettlebell Swings,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Wrist Extensors,1,4,19,363.09,0.5114223
Reverse Lunges,HIIT,Full Body,Shoulders,Anterior,1,5,20,373.3,0.5114151
Windshield Wipers,HIIT,"Obliques, Core",Shoulders,Triceps,1,4,20,364.64,0.51137656
Rows,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Wrist Extensors,1,5,20,353.58,0.5113737
Leg Raises,HIIT,Full Body,Forearms,Middle,1,4,15,351.44,0.51136255
Rows,HIIT,"Core, Shoulders, Hips",Chest,Grip Strength,1,5,23,351.71,0.5113552
Plank,HIIT,"Legs, Core",Shoulders,Wrist Extensors,1,5,25,344.44,0.51135224
Plank,HIIT,"Upper Chest, Triceps",Arms,Lower Chest,1,4,25,332.86,0.51135194
Plank,HIIT,"Triceps, Chest",Legs,Grip Strength,1,5,16,335.55,0.51134586
Leg Raises,HIIT,"Glutes, Hamstrings, Core",Back,Lats,1,4,17,336.9,0.51133156
Step-ups,HIIT,"Core, Shoulders, Hips",Back,Lower,1,4,15,360.93,0.5113233
Windshield Wipers,HIIT,"Core, Shoulders, Legs",Back,Lower Chest,1,4,23,362.0,0.51129985
Renegade Rows,HIIT,Full Body,Shoulders,Wrist Flexors,1,4,23,370.14,0.5112967
Incline Push-ups,HIIT,Full Body,Forearms,Lateral,1,4,18,366.8,0.51129586
Pistol Squats,HIIT,"Back, Hamstrings, Glutes",Forearms,Middle,1,4,16,350.02,0.51129484
Bicycle Crunches,HIIT,"Glutes, Hamstrings",Arms,Lats,1,5,18,328.8,0.511292
Seated Rows,HIIT,"Glutes, Hamstrings",Back,Lower Chest,1,5,18,336.26,0.51128453
Turkish Get-ups,HIIT,"Glutes, Hamstrings, Core",Back,Anterior,1,5,25,356.79,0.51128435
Dragon Flags,HIIT,"Core, Shoulders, Hips",Abs,Posterior,1,5,16,362.23,0.51127064
Lateral Raises,HIIT,"Back, Hamstrings, Glutes",Forearms,Lats,1,5,18,341.98,0.5112691
Plank,HIIT,"Back, Hamstrings, Glutes",Arms,Grip Strength,1,4,19,360.27,0.51126176
Leg Press,HIIT,Full Body,Forearms,Middle,1,5,22,331.92,0.51125944
Lat Pulldowns,HIIT,"Shoulders, Triceps",Shoulders,Wrist Extensors,1,4,16,372.6,0.5112561
Pull-ups,HIIT,"Rear Deltoids, Upper Back",Legs,Lateral,1,5,19,345.11,0.5112497
Rows,HIIT,"Shoulders, Triceps",Back,Wrist Extensors,1,4,15,333.52,0.51123554
Bench Press,HIIT,"Core, Shoulders, Hips",Abs,Lower,1,5,23,339.65,0.51122713
Windshield Wipers,HIIT,Full Core,Chest,Anterior,1,5,15,354.89,0.51120687
Plank,HIIT,"Quadriceps, Hamstrings, Glutes",Forearms,Grip Strength,1,4,19,359.95,0.51120234
Plank,HIIT,"Back, Hamstrings, Glutes",Chest,Grip Strength,1,3,12,180.54,0.51120037
Dragon Flags,HIIT,"Upper Chest, Triceps",Chest,Wrist Extensors,1,4,25,376.23,0.51119
Lat Pulldowns,HIIT,"Shoulders, Triceps",Legs,Wrist Extensors,1,5,17,333.64,0.5111896
Lateral Raises,HIIT,"Obliques, Core",Abs,Upper,1,4,18,365.23,0.5111865
Lateral Raises,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Lower Chest,1,5,16,362.19,0.51116335
Resistance Band Pull-Aparts,HIIT,"Upper Back, Rear Deltoids",Forearms,Lower,1,5,16,334.41,0.51113683
Plank,HIIT,Core,Shoulders,Wrist Flexors,1,5,21,336.94,0.5111332
Windshield Wipers,HIIT,Full Core,Legs,Quads,1,5,24,349.3,0.5111261
Step-ups,HIIT,Shoulders,Legs,Posterior,1,5,23,357.35,0.5111195
Mountain Climbers,HIIT,"Glutes, Hamstrings, Core",Chest,Posterior,1,5,19,366.42,0.511114
Plank,HIIT,"Glutes, Hamstrings",Arms,Grip Strength,1,4,15,339.41,0.5111042
Bicycle Crunches,HIIT,"Core, Obliques",Back,Lats,1,5,25,327.16,0.5110966
Glute Bridges,HIIT,"Core, Lower Back",Shoulders,Lower Chest,1,4,15,359.09,0.5110912
Scissors Kicks,HIIT,Quadriceps,Abs,Upper,1,4,24,338.46,0.51108724
Bicycle Crunches,HIIT,Quadriceps,Back,Wrist Extensors,1,4,21,356.38,0.51107144
Dragon Flags,HIIT,"Core, Shoulders, Hips",Chest,Wrist Flexors,1,5,16,341.59,0.51106316
Burpees,HIIT,"Upper Back, Rear Deltoids",Arms,Upper,1,4,19,376.5,0.51106167
Leg Raises,HIIT,Full Core,Back,Lower Chest,1,4,24,363.44,0.5110538
Lat Pulldowns,HIIT,"Quadriceps, Hamstrings, Glutes",Legs,Wrist Extensors,1,4,24,349.43,0.51104814
Bench Press,HIIT,"Legs, Shoulders, Core",Shoulders,Wrist Flexors,1,4,19,352.33,0.5110478
Dragon Flags,HIIT,"Core, Obliques",Forearms,Quads,1,5,25,327.52,0.51103926
Push Ups,HIIT,"Chest, Triceps, Shoulders",Forearms,Lower,1,4,16,332.88,0.51103723
Tricep Dips,HIIT,Full Body,Forearms,Quads,1,4,18,332.77,0.51103383
Wall Angels,HIIT,"Chest, Triceps",Arms,Lateral,1,4,20,336.86,0.5110196
Glute Bridges,HIIT,Shoulders,Arms,Lower Chest,1,5,23,357.5,0.51101905
Decline Push-ups,HIIT,Calves,Back,Wrist Extensors,1,4,18,367.1,0.5110136
Kettlebell Swings,HIIT,Full Core,Legs,Upper,1,4,23,340.79,0.5109966
Bicycle Crunches,HIIT,"Glutes, Hamstrings, Core",Forearms,Triceps,1,4,16,333.23,0.5109959
Plank,HIIT,Full Core,Arms,Grip Strength,1,4,25,352.39,0.5109946
Thrusters,HIIT,"Triceps, Chest",Legs,Upper,1,5,24,359.01,0.5109918
Lunges,HIIT,"Glutes, Hamstrings, Core",Legs,Anterior,1,5,22,343.8,0.5109912
Russian Twists,HIIT,"Core, Shoulders, Hips",Chest,Lateral,1,5,18,364.32,0.51098764
Frog Jumps,HIIT,"Back, Hamstrings, Glutes",Arms,Lateral,1,4,15,342.38,0.5109845
Push Ups,HIIT,"Core, Shoulders, Hips",Abs,Quads,1,5,25,332.47,0.5109834
Inverted Rows,HIIT,"Lower Abs, Hip Flexors",Shoulders,Lats,1,3,5,300.51,0.5109788
Push Ups,HIIT,Full Body,Abs,Grip Strength,1,3,12,180.46,0.5109772
Bench Press,HIIT,Full Body,Arms,Grip Strength,1,5,16,334.78,0.5109554
Windshield Wipers,HIIT,"Legs, Shoulders, Core",Shoulders,Middle,1,5,16,363.59,0.51095414
Reverse Lunges,HIIT,"Glutes, Hamstrings",Legs,Lats,1,4,24,334.01,0.510949
Flutter Kicks,HIIT,Shoulders,Shoulders,Posterior,1,5,25,353.51,0.51094127
Deadlift,HIIT,Quadriceps,Arms,Wrist Extensors,1,4,24,364.64,0.51094013
Dragon Flags,HIIT,"Core, Obliques",Shoulders,Lower,1,4,17,333.5,0.5109393
Thrusters,HIIT,"Core, Lower Back",Shoulders,Upper,1,4,23,363.38,0.5109332
Lunges,HIIT,"Rear Deltoids, Upper Back",Legs,Lats,1,4,15,341.48,0.5109205
Plank,HIIT,"Glutes, Hamstrings",Legs,Lower,1,4,20,334.93,0.51091063
Renegade Rows,HIIT,Full Body,Abs,Triceps,1,4,22,339.64,0.51090837
Thrusters,HIIT,Core,Shoulders,Lats,1,5,16,367.62,0.51089483
Scissors Kicks,HIIT,"Core, Lower Back",Legs,Lower Chest,1,5,22,347.69,0.5108913
Windshield Wipers,HIIT,"Chest, Triceps",Arms,Triceps,1,5,24,355.49,0.51089096
Windshield Wipers,HIIT,"Core, Lower Back",Arms,Grip Strength,1,5,16,358.36,0.5108892
Decline Push-ups,HIIT,Full Body,Forearms,Lower,1,4,19,355.0,0.51088846
Lateral Raises,HIIT,"Upper Back, Rear Deltoids",Legs,Wrist Flexors,1,4,24,374.85,0.5108788
Mountain Climbers,HIIT,Triceps,Forearms,Grip Strength,1,5,15,335.72,0.5108761
Bench Press,HIIT,"Chest, Triceps",Legs,Lats,1,5,16,370.61,0.51086044
Bicep Curls,HIIT,"Upper Chest, Triceps",Shoulders,Wrist Extensors,1,4,16,334.1,0.51085436
Step-ups,HIIT,"Upper Back, Rear Deltoids",Forearms,Lateral,1,4,17,335.78,0.51085275
Renegade Rows,HIIT,"Upper Back, Rear Deltoids",Legs,Upper,1,4,24,347.25,0.5108379
Tricep Extensions,HIIT,"Upper Back, Rear Deltoids",Back,Middle,1,5,15,366.85,0.51083773
Plyo Squats,HIIT,"Lower Chest, Triceps",Forearms,Posterior,1,5,15,338.8,0.51082724
Push Ups,HIIT,"Shoulders, Upper Back",Forearms,Posterior,1,5,24,367.12,0.510826
Step-ups,HIIT,"Lower Chest, Triceps",Abs,Wrist Extensors,1,4,15,351.06,0.51082504
Decline Push-ups,HIIT,"Lower Chest, Triceps",Shoulders,Wrist Extensors,1,4,8,314.53,0.5108189
Inverted Rows,HIIT,Shoulders,Legs,Upper,1,4,21,342.35,0.51081705
Push Ups,HIIT,"Shoulders, Triceps",Back,Wrist Extensors,1,5,23,336.38,0.51080996
Wall Angels,HIIT,"Rear Deltoids, Upper Back",Back,Wrist Extensors,1,4,20,360.43,0.51080763
Leg Press,HIIT,"Full Body, Core, Shoulders",Back,Wrist Extensors,1,4,20,361.67,0.51080173
Flutter Kicks,HIIT,"Legs, Shoulders, Core",Back,Wrist Extensors,1,4,16,349.06,0.510801
Push-ups,HIIT,"Core, Shoulders, Hips",Chest,Posterior,1,4,24,342.08,0.51079834
Mountain Climbers,HIIT,Triceps,Arms,Lats,1,4,20,358.26,0.5107971
Russian Twists,HIIT,"Core, Shoulders, Hips",Arms,Quads,1,5,21,346.95,0.510787
Bird Dogs,HIIT,"Core, Shoulders, Hips",Chest,Grip Strength,1,4,24,352.35,0.5107846
Lateral Raises,HIIT,"Lower Abs, Hip Flexors",Legs,Quads,1,5,17,356.27,0.51077914
Lateral Raises,HIIT,"Lower Back, Glutes",Arms,Anterior,1,5,17,367.04,0.51077527
Lat Pulldowns,HIIT,"Core, Shoulders, Hips",Arms,Grip Strength,1,4,20,338.36,0.5107734
Seated Rows,HIIT,"Lower Abs, Hip Flexors",Shoulders,Lower Chest,1,4,18,357.17,0.5107627
Leg Raises,HIIT,"Glutes, Hamstrings, Core",Shoulders,Middle,1,4,25,380.2,0.51075655
Face Pulls,HIIT,"Upper Back, Rear Deltoids",Shoulders,Wrist Flexors,1,5,16,370.92,0.5107562
Leg Raises,HIIT,"Upper Back, Rear Deltoids",Legs,Lats,1,4,16,356.03,0.51075566
Plank,HIIT,Core,Abs,Triceps,1,5,18,342.12,0.51074487
Kettlebell Swings,HIIT,"Core, Shoulders, Legs",Legs,Wrist Extensors,1,4,23,362.4,0.5107421
Windshield Wipers,HIIT,"Chest, Triceps",Arms,Middle,1,4,20,345.13,0.5107263
Glute Bridges,HIIT,"Glutes, Hamstrings",Forearms,Posterior,1,5,23,366.34,0.5107245
Mountain Climbers,HIIT,"Chest, Triceps, Shoulders",Forearms,Anterior,1,4,15,364.89,0.5107205
Bear Crawls,HIIT,"Quadriceps, Calves, Glutes",Forearms,Wrist Extensors,1,5,18,355.32,0.5107196
Scissors Kicks,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Lower Chest,1,4,24,346.73,0.5107174
Lunges,HIIT,"Lower Chest, Triceps",Abs,Triceps,1,4,20,355.72,0.5107101
Leg Raises,HIIT,"Glutes, Hamstrings",Legs,Upper,1,5,17,337.37,0.5107061
Rows,HIIT,"Glutes, Hamstrings, Core",Forearms,Wrist Flexors,1,4,18,337.12,0.5106929
Dragon Flags,HIIT,"Glutes, Hamstrings, Core",Shoulders,Lateral,1,5,18,334.77,0.51068985
Tricep Dips,HIIT,"Upper Chest, Triceps",Legs,Lats,1,4,21,379.05,0.51068586
Leg Press,HIIT,"Core, Shoulders, Hips",Arms,Quads,1,4,19,353.43,0.5106839
Plyo Squats,HIIT,"Lower Chest, Triceps",Arms,Wrist Flexors,1,4,20,337.57,0.51066864
Bench Press,HIIT,"Core, Shoulders, Legs",Shoulders,Anterior,1,4,24,353.65,0.5106592
Glute Bridges,HIIT,"Legs, Shoulders, Core",Abs,Upper,1,5,18,360.29,0.51064456
Seated Rows,HIIT,"Core, Shoulders, Hips",Arms,Lower,1,4,21,339.42,0.51064163
Bear Crawls,HIIT,"Back, Hamstrings, Glutes",Forearms,Lower Chest,1,4,21,339.44,0.51062524
Plank,HIIT,"Shoulders, Triceps",Arms,Grip Strength,1,5,22,347.75,0.5106173
Dragon Flags,HIIT,"Core, Obliques",Abs,Posterior,1,5,16,361.87,0.5106132
Burpees,HIIT,Lower Abs,Shoulders,Lower,1,5,17,345.91,0.51060486
Turkish Get-ups,HIIT,"Full Body, Core, Shoulders",Back,Lateral,1,4,23,345.05,0.51059955
Bench Press,HIIT,"Glutes, Hamstrings, Core",Back,Middle,1,4,19,355.24,0.51058275
Russian Twists,HIIT,Full Core,Forearms,Lats,1,4,23,334.29,0.5105742
Rows,HIIT,"Glutes, Hamstrings, Core",Legs,Triceps,1,4,23,354.48,0.5105475
Renegade Rows,HIIT,"Glutes, Hamstrings, Core",Legs,Wrist Flexors,1,5,21,346.76,0.5105388
Mountain Climbers,HIIT,"Full Body, Core, Shoulders",Abs,Lower Chest,1,5,22,347.56,0.510514
Scissors Kicks,HIIT,"Chest, Triceps, Shoulders",Shoulders,Anterior,1,4,25,346.65,0.51051277
Bear Crawls,HIIT,Shoulders,Shoulders,Lower Chest,1,5,21,360.63,0.51050395
Tricep Dips,HIIT,Full Body,Arms,Anterior,1,4,16,345.61,0.51049745
Lateral Raises,HIIT,"Upper Chest, Triceps",Shoulders,Middle,1,5,17,348.97,0.51047784
Scissors Kicks,HIIT,"Glutes, Hamstrings, Core",Forearms,Lats,1,5,17,344.14,0.51047087
Kettlebell Swings,HIIT,"Quadriceps, Calves, Glutes",Arms,Wrist Extensors,1,5,17,335.2,0.5104672
Plank,HIIT,Triceps,Back,Triceps,1,5,23,373.6,0.51046526
Thrusters,HIIT,Shoulders,Back,Lower Chest,1,4,23,347.15,0.51045275
Bench Press,HIIT,"Shoulders, Upper Back",Back,Wrist Extensors,1,4,10,330.01,0.51045257
Scissors Kicks,HIIT,Core,Arms,Lower Chest,1,5,18,363.8,0.5104479
Tricep Dips,HIIT,Core,Shoulders,Upper,1,5,24,364.64,0.5104458
Renegade Rows,HIIT,Core,Shoulders,Upper,1,5,17,352.02,0.5104458
Glute Bridges,HIIT,"Upper Chest, Triceps",Forearms,Triceps,1,5,25,377.0,0.510433
Glute Bridges,HIIT,"Back, Biceps",Forearms,Anterior,1,4,16,338.08,0.510433
Mountain Climbers,HIIT,Calves,Shoulders,Grip Strength,1,4,17,350.24,0.51043236
Rows,HIIT,Full Core,Forearms,Lats,1,4,15,332.37,0.51042706
Plyometric Push-ups,HIIT,"Core, Obliques",Back,Upper,1,4,24,336.57,0.510418
Lateral Raises,HIIT,"Back, Biceps",Legs,Anterior,1,4,25,358.58,0.510416
Reverse Lunges,HIIT,"Triceps, Chest",Shoulders,Upper,1,4,17,349.23,0.51040834
Shoulder Press,HIIT,"Upper Back, Rear Deltoids",Shoulders,Upper,1,5,17,345.76,0.51040304
Lunges,HIIT,"Lower Abs, Hip Flexors",Forearms,Grip Strength,1,5,15,334.96,0.5103993
Tricep Dips,HIIT,Full Body,Back,Lateral,1,4,17,339.65,0.5103974
Push Ups,HIIT,"Glutes, Hamstrings",Shoulders,Lats,1,4,19,344.39,0.51039463
Push Ups,HIIT,"Full Body, Core, Shoulders",Abs,Lower,1,5,20,366.91,0.5103855
Bear Crawls,HIIT,"Core, Obliques",Legs,Upper,1,4,17,348.21,0.51037943
Seated Rows,HIIT,Quadriceps,Legs,Lats,1,4,20,376.52,0.5103746
Russian Twists,HIIT,"Upper Back, Rear Deltoids",Forearms,Middle,1,5,18,355.67,0.5103691
Pistol Squats,HIIT,"Back, Hamstrings, Glutes",Chest,Anterior,1,5,19,355.38,0.51036835
Glute Bridges,HIIT,"Obliques, Core",Abs,Lower Chest,1,5,15,345.93,0.5103626
Lateral Raises,HIIT,"Core, Lower Back",Shoulders,Anterior,1,5,15,357.07,0.5103574
Shoulder Press,HIIT,Shoulders,Shoulders,Lateral,1,4,25,340.76,0.5103543
Bicep Curls,HIIT,"Upper Back, Rear Deltoids",Abs,Upper,1,4,21,366.09,0.5103525
Scissors Kicks,HIIT,"Rear Deltoids, Upper Back",Chest,Anterior,1,5,22,371.33,0.51034313
Resistance Band Pull-Aparts,HIIT,"Lower Abs, Hip Flexors",Legs,Triceps,1,4,17,342.12,0.5103388
Scissors Kicks,HIIT,"Back, Hamstrings, Glutes",Abs,Wrist Flexors,1,5,20,345.94,0.5103294
Tricep Extensions,HIIT,"Lower Chest, Triceps",Chest,Lower Chest,1,4,16,342.28,0.51032823
Dips,HIIT,Quadriceps,Legs,Lats,1,5,17,352.06,0.5103177
Russian Twists,HIIT,"Upper Back, Rear Deltoids",Forearms,Lower,1,4,23,360.85,0.5103162
Kettlebell Swings,HIIT,"Quadriceps, Hamstrings, Glutes",Legs,Lower Chest,1,5,25,339.82,0.5103155
Lateral Raises,HIIT,"Glutes, Hamstrings",Back,Posterior,1,4,20,350.52,0.51030564
Pistol Squats,HIIT,"Core, Lower Back",Legs,Wrist Flexors,1,4,24,352.02,0.51029605
Face Pulls,HIIT,"Core, Obliques",Legs,Lower Chest,1,5,21,369.59,0.5102927
Kettlebell Swings,HIIT,"Upper Back, Rear Deltoids",Arms,Anterior,1,4,15,366.39,0.5102814
Pistol Squats,HIIT,Quadriceps,Legs,Wrist Flexors,1,4,23,359.89,0.51026994
Resistance Band Pull-Aparts,HIIT,"Back, Hamstrings, Glutes",Forearms,Middle,1,4,15,362.24,0.5102632
Lateral Raises,HIIT,Core,Legs,Wrist Flexors,1,4,17,343.24,0.5102601
Face Pulls,HIIT,"Upper Back, Rear Deltoids",Arms,Grip Strength,1,4,20,366.18,0.5102403
Plyo Squats,HIIT,"Core, Obliques",Back,Wrist Extensors,1,4,15,348.77,0.51023376
Step-ups,HIIT,Full Core,Legs,Lower Chest,1,4,24,336.55,0.5102299
Scissors Kicks,HIIT,Core,Forearms,Lateral,1,4,15,366.61,0.51022834
Renegade Rows,HIIT,Shoulders,Back,Upper,1,5,21,334.76,0.5102198
Burpees,HIIT,"Triceps, Chest",Legs,Upper,1,5,23,361.14,0.5102192
Push-ups,HIIT,"Glutes, Hamstrings, Core",Abs,Middle,1,5,21,364.01,0.51021236
Plank,HIIT,"Core, Obliques",Back,Posterior,1,5,19,346.99,0.5102048
Leg Raises,HIIT,Core,Forearms,Lats,1,4,23,335.44,0.5101969
